"N° CAS";"NOM SA";"CLASSEMENT RÉFÉRENCE";"CLASSEMENT DATE";"CLASSEMENT CATÉGORIE DANGER";"CLASSEMENT CODE H";"CLASSEMENT MENTION DANGER";"FACTEUR M VALEUR";"FACTEUR M ORIGINE";"FACTEUR M DATE"
"51596-10-2";"milbemectine";"Règlement (UE) N°790/2009 (1e ATP au Règlement 1272/2008)";10/08/09;"Toxicité aiguë (par inhalation), catégorie 4";"H332";"Nocif par inhalation";;"";
"51596-10-2";"milbemectine";"Règlement (UE) N°790/2009 (1e ATP au Règlement 1272/2008)";10/08/09;"Dangers pour le milieu aquatique - Danger chronique, catégorie 1";"H410";"Très toxique pour les organismes aquatiques, entraine des effets néfastes à long terme";100;"UE";01/12/16
"51596-10-2";"milbemectine";"Règlement (UE) N°790/2009 (1e ATP au Règlement 1272/2008)";10/08/09;"Dangers pour le milieu aquatique - Danger aigu, catégorie 1";"H400";"Très toxique pour les organismes aquatiques";100;"UE";01/12/16
"51596-10-2";"milbemectine";"Règlement (UE) N°790/2009 (1e ATP au Règlement 1272/2008)";10/08/09;"Toxicité aiguë (par voie orale), catégorie 4";"H302";"Nocif en cas d'ingestion";;"";
"88671-89-0";"myclobutanil";"Règlement (CE) N°1272/2008 (ATP 0)";16/12/08;"Toxicité aiguë (par voie orale), catégorie 4";"H302";"Nocif en cas d'ingestion";;"";
"88671-89-0";"myclobutanil";"Règlement (CE) N°1272/2008 (ATP 0)";16/12/08;"Irritation oculaire, catégorie 2";"H319";"Provoque une sévère irritation des yeux";;"";
"88671-89-0";"myclobutanil";"Règlement (CE) N°1272/2008 (ATP 0)";16/12/08;"Dangers pour le milieu aquatique - Danger chronique, catégorie 2";"H411";"Toxique pour les organismes aquatiques, entraîne des effets à long terme";;"";
"88671-89-0";"myclobutanil";"Règlement (CE) N°1272/2008 (ATP 0)";16/12/08;"Toxicité pour la reproduction, catégorie 2(d)";"H361d";"Susceptible de nuire au foetus";;"";
"15299-99-7";"napropamide";"Classement adapté par l'ANSES selon les règles de traduction du règlement CLP";;"Dangers pour le milieu aquatique - Danger aigu, catégorie 1";"H400";"Très toxique pour les organismes aquatiques";1;"ANSES";19/03/13
"15299-99-7";"napropamide";"Classement adapté par l'ANSES selon les règles de traduction du règlement CLP";;"Dangers pour le milieu aquatique - Danger chronique, catégorie 1";"H410";"Très toxique pour les organismes aquatiques, entraine des effets néfastes à long terme";1;"ANSES";19/03/13
"111991-09-4";"nicosulfuron";"Classement adapté par l'ANSES selon les règles de traduction du règlement CLP";;"Dangers pour le milieu aquatique - Danger aigu, catégorie 1";"H400";"Très toxique pour les organismes aquatiques";100;"ANSES";18/06/13
"111991-09-4";"nicosulfuron";"Classement adapté par l'ANSES selon les règles de traduction du règlement CLP";;"Dangers pour le milieu aquatique - Danger chronique, catégorie 1";"H410";"Très toxique pour les organismes aquatiques, entraine des effets néfastes à long terme";100;"ANSES";18/06/13
"19044-88-3";"oryzalin";"Classement adapté par l'ANSES selon les règles de traduction du règlement CLP";05/10/09;"Sensibilisation cutanée, catégorie 1";"H317";"Peut provoquer une allergie cutanée";;"";
"19044-88-3";"oryzalin";"Classement adapté par l'ANSES selon les règles de traduction du règlement CLP";05/10/09;"Cancérogénicité, catégorie 2";"H351";"Susceptible de provoquer le cancer";;"";
"19044-88-3";"oryzalin";"Classement adapté par l'ANSES selon les règles de traduction du règlement CLP";05/10/09;"Dangers pour le milieu aquatique - Danger aigu, catégorie 1";"H400";"Très toxique pour les organismes aquatiques";10;"ANSES";
"19044-88-3";"oryzalin";"Classement adapté par l'ANSES selon les règles de traduction du règlement CLP";05/10/09;"Dangers pour le milieu aquatique - Danger chronique, catégorie 1";"H410";"Très toxique pour les organismes aquatiques, entraine des effets néfastes à long terme";10;"ANSES";
"23135-22-0";"oxamyl";"Règlement (CE) N°1272/2008 (ATP 0)";16/12/08;"Dangers pour le milieu aquatique - Danger chronique, catégorie 2";"H411";"Toxique pour les organismes aquatiques, entraîne des effets à long terme";;"";
"23135-22-0";"oxamyl";"Règlement (CE) N°1272/2008 (ATP 0)";16/12/08;"Toxicité aiguë (par voie orale), catégorie 2";"H300";"Mortel en cas d'ingestion";;"";
"23135-22-0";"oxamyl";"Règlement (CE) N°1272/2008 (ATP 0)";16/12/08;"Toxicité aiguë (par voie cutanée), catégorie 4";"H312";"Nocif par contact cutané";;"";
"23135-22-0";"oxamyl";"Règlement (CE) N°1272/2008 (ATP 0)";16/12/08;"Toxicité aiguë (par inhalation), catégorie 2";"H330";"Mortel par inhalation";;"";
"1003318-67-9";"oxathiapiprolin";"Règlement (UE) N°2020/1182 (15e ATP au Règlement 1272/2008)";19/05/20;"Dangers pour le milieu aquatique - Danger chronique, catégorie 1";"H410";"Très toxique pour les organismes aquatiques, entraine des effets néfastes à long terme";1;"ANSES";16/03/19
"42874-03-3";"oxyfluorfene";"Classement adapté par l'ANSES selon les règles de traduction du règlement CLP";23/04/14;"Cancérogénicité, catégorie 2";"H351";"Susceptible de provoquer le cancer";;"";
"42874-03-3";"oxyfluorfene";"Classement adapté par l'ANSES selon les règles de traduction du règlement CLP";23/04/14;"Dangers pour le milieu aquatique - Danger aigu, catégorie 1";"H400";"Très toxique pour les organismes aquatiques";1000;"ANSES";18/04/14
"42874-03-3";"oxyfluorfene";"Classement adapté par l'ANSES selon les règles de traduction du règlement CLP";23/04/14;"Dangers pour le milieu aquatique - Danger chronique, catégorie 1";"H410";"Très toxique pour les organismes aquatiques, entraine des effets néfastes à long terme";1000;"ANSES";18/04/14
"76738-62-0";"paclobutrazol";"Règlement (UE) N°2020/1182 (15e ATP au Règlement 1272/2008)";19/05/20;"Dangers pour le milieu aquatique - Danger aigu, catégorie 1";"H400";"Très toxique pour les organismes aquatiques";10;"ANSES";13/04/16
"76738-62-0";"paclobutrazol";"Règlement (UE) N°2020/1182 (15e ATP au Règlement 1272/2008)";19/05/20;"Dangers pour le milieu aquatique - Danger chronique, catégorie 1";"H410";"Très toxique pour les organismes aquatiques, entraine des effets néfastes à long terme";10;"ANSES";13/04/16
"76738-62-0";"paclobutrazol";"Règlement (UE) N°2020/1182 (15e ATP au Règlement 1272/2008)";19/05/20;"Toxicité pour la reproduction, catégorie 2(d)";"H361d";"Susceptible de nuire au foetus";;"";
"76738-62-0";"paclobutrazol";"Règlement (UE) N°2020/1182 (15e ATP au Règlement 1272/2008)";19/05/20;"Toxicité aiguë (par inhalation), catégorie 4";"H332";"Nocif par inhalation";;"";
"76738-62-0";"paclobutrazol";"Règlement (UE) N°2020/1182 (15e ATP au Règlement 1272/2008)";19/05/20;"Toxicité aiguë (par voie orale), catégorie 4";"H302";"Nocif en cas d'ingestion";;"";
"76738-62-0";"paclobutrazol";"Règlement (UE) N°2020/1182 (15e ATP au Règlement 1272/2008)";19/05/20;"Irritation oculaire, catégorie 2";"H319";"Provoque une sévère irritation des yeux";;"";
"66246-88-6";"penconazole";"Règlement (UE) N°605/2014 (6e ATP au Règlement 1272/2008)";05/06/14;"Toxicité aiguë (par voie orale), catégorie 4";"H302";"Nocif en cas d'ingestion";;"";
"66246-88-6";"penconazole";"Règlement (UE) N°605/2014 (6e ATP au Règlement 1272/2008)";05/06/14;"Dangers pour le milieu aquatique - Danger chronique, catégorie 1";"H410";"Très toxique pour les organismes aquatiques, entraine des effets néfastes à long terme";1;"UE";05/06/14
"66246-88-6";"penconazole";"Règlement (UE) N°605/2014 (6e ATP au Règlement 1272/2008)";05/06/14;"Toxicité pour la reproduction, catégorie 2(d)";"H361d";"Susceptible de nuire au foetus";;"";
"66246-88-6";"penconazole";"Règlement (UE) N°605/2014 (6e ATP au Règlement 1272/2008)";05/06/14;"Dangers pour le milieu aquatique - Danger aigu, catégorie 1";"H400";"Très toxique pour les organismes aquatiques";1;"UE";05/06/14
"66063-05-6";"pencycuron";"Règlement (UE) N°2016/1179 (9e ATP au Règlement 1272/2008)";19/07/16;"Dangers pour le milieu aquatique - Danger aigu, catégorie 1";"H400";"Très toxique pour les organismes aquatiques";1;"UE";19/07/16
"66063-05-6";"pencycuron";"Règlement (UE) N°2016/1179 (9e ATP au Règlement 1272/2008)";19/07/16;"Dangers pour le milieu aquatique - Danger chronique, catégorie 1";"H410";"Très toxique pour les organismes aquatiques, entraine des effets néfastes à long terme";1;"UE";19/07/16
"40487-42-1";"pendimethaline";"Règlement (CE) N°1272/2008 (ATP 0)";16/12/08;"Sensibilisation cutanée, catégorie 1";"H317";"Peut provoquer une allergie cutanée";;"";
"40487-42-1";"pendimethaline";"Règlement (CE) N°1272/2008 (ATP 0)";16/12/08;"Dangers pour le milieu aquatique - Danger aigu, catégorie 1";"H400";"Très toxique pour les organismes aquatiques";100;"ANSES";28/09/17
"40487-42-1";"pendimethaline";"Règlement (CE) N°1272/2008 (ATP 0)";16/12/08;"Dangers pour le milieu aquatique - Danger chronique, catégorie 1";"H410";"Très toxique pour les organismes aquatiques, entraine des effets néfastes à long terme";10;"ANSES";28/09/17
"219714-96-2";"penoxsulame";"Classement adapté par l'ANSES selon les règles de traduction du règlement CLP";;"Dangers pour le milieu aquatique - Danger aigu, catégorie 1";"H400";"Très toxique pour les organismes aquatiques";100;"ANSES";17/09/13
"219714-96-2";"penoxsulame";"Classement adapté par l'ANSES selon les règles de traduction du règlement CLP";;"Dangers pour le milieu aquatique - Danger chronique, catégorie 1";"H410";"Très toxique pour les organismes aquatiques, entraine des effets néfastes à long terme";10;"ANSES";17/09/13
"183675-82-3";"penthiopyrad";"Règlement (UE) N°2017/776 (10e ATP au Règlement 1272/2008)";04/05/17;"Dangers pour le milieu aquatique - Danger aigu, catégorie 1";"H400";"Très toxique pour les organismes aquatiques";1;"UE";04/05/17
"183675-82-3";"penthiopyrad";"Règlement (UE) N°2017/776 (10e ATP au Règlement 1272/2008)";04/05/17;"Dangers pour le milieu aquatique - Danger chronique, catégorie 1";"H410";"Très toxique pour les organismes aquatiques, entraine des effets néfastes à long terme";1;"UE";04/05/17
"106700-29-2";"pethoxamid";"Règlement (UE) N°790/2009 (1e ATP au Règlement 1272/2008)";10/08/09;"Dangers pour le milieu aquatique - Danger aigu, catégorie 1";"H400";"Très toxique pour les organismes aquatiques";100;"ANSES";19/07/13
"106700-29-2";"pethoxamid";"Règlement (UE) N°790/2009 (1e ATP au Règlement 1272/2008)";10/08/09;"Dangers pour le milieu aquatique - Danger chronique, catégorie 1";"H410";"Très toxique pour les organismes aquatiques, entraine des effets néfastes à long terme";10;"ANSES";19/07/13
"106700-29-2";"pethoxamid";"Règlement (UE) N°790/2009 (1e ATP au Règlement 1272/2008)";10/08/09;"Sensibilisation cutanée, catégorie 1";"H317";"Peut provoquer une allergie cutanée";;"";
"106700-29-2";"pethoxamid";"Règlement (UE) N°790/2009 (1e ATP au Règlement 1272/2008)";10/08/09;"Toxicité aiguë (par voie orale), catégorie 4";"H302";"Nocif en cas d'ingestion";;"";
"13684-63-4";"phenmediphame";"Règlement (UE) N°2021/849 (17e ATP au Règlement 1272/2008)";11/03/21;"Dangers pour le milieu aquatique - Danger chronique, catégorie 1";"H410";"Très toxique pour les organismes aquatiques, entraine des effets néfastes à long terme";10;"UE";11/03/21
"13684-63-4";"phenmediphame";"Règlement (UE) N°2021/849 (17e ATP au Règlement 1272/2008)";11/03/21;"Dangers pour le milieu aquatique - Danger aigu, catégorie 1";"H400";"Très toxique pour les organismes aquatiques";10;"UE";11/03/21
"732-11-6";"phosmet";"Règlement (UE) N°2018/1480 (13e ATP au Règlement 1272/2008)";04/10/18;"Toxicité aiguë (par inhalation), catégorie 4";"H332";"Nocif par inhalation";;"";
"732-11-6";"phosmet";"Règlement (UE) N°2018/1480 (13e ATP au Règlement 1272/2008)";04/10/18;"Toxicité aiguë (par voie orale), catégorie 3";"H301";"Toxique en cas d'ingestion";;"";
"732-11-6";"phosmet";"Règlement (UE) N°2018/1480 (13e ATP au Règlement 1272/2008)";04/10/18;"Toxicité spécifique pour certains organes cibles - Exposition unique, catégorie 1";"H370";"Risque avéré d'effets graves pour les organes";;"";
"732-11-6";"phosmet";"Règlement (UE) N°2018/1480 (13e ATP au Règlement 1272/2008)";04/10/18;"Dangers pour le milieu aquatique - Danger chronique, catégorie 1";"H410";"Très toxique pour les organismes aquatiques, entraine des effets néfastes à long terme";100;"UE";16/12/08
"732-11-6";"phosmet";"Règlement (UE) N°2018/1480 (13e ATP au Règlement 1272/2008)";04/10/18;"Dangers pour le milieu aquatique - Danger aigu, catégorie 1";"H400";"Très toxique pour les organismes aquatiques";100;"UE";16/12/08
"732-11-6";"phosmet";"Règlement (UE) N°2018/1480 (13e ATP au Règlement 1272/2008)";04/10/18;"Toxicité pour la reproduction, catégorie 2(f)";"H361f";"Susceptible de nuire à la fertilité ";;"";
"10045-86-0";"phosphate ferrique";"Classement adapté par l'ANSES selon les règles de traduction du règlement CLP";;"Sans classement";"Sans classement";"Sans classement";;"";
"20859-73-8";"phosphure d'aluminium";"Règlement (UE) N°944/2013 (5e ATP au Règlement 1272/2008)";02/10/13;"Toxicité aiguë (par voie cutanée), catégorie 3";"H311";"Toxique par contact cutané";;"";
"20859-73-8";"phosphure d'aluminium";"Règlement (UE) N°944/2013 (5e ATP au Règlement 1272/2008)";02/10/13;"Toxicité aiguë (par voie orale), catégorie 2";"H300";"Mortel en cas d'ingestion";;"";
"20859-73-8";"phosphure d'aluminium";"Règlement (UE) N°944/2013 (5e ATP au Règlement 1272/2008)";02/10/13;"Toxicité aiguë (par inhalation), catégorie 2";"H330";"Mortel par inhalation";;"";
"20859-73-8";"phosphure d'aluminium";"Règlement (UE) N°944/2013 (5e ATP au Règlement 1272/2008)";02/10/13;"Substances et mélanges qui, au contact de l'eau, dégagent des gaz inflammables, catégorie 1";"H260";"Dégage, au contact de l'eau, des gaz inflammables qui peuvent s'enflammer spontanément";;"";
"20859-73-8";"phosphure d'aluminium";"Règlement (UE) N°944/2013 (5e ATP au Règlement 1272/2008)";02/10/13;"Dangers pour le milieu aquatique - Danger aigu, catégorie 1";"H400";"Très toxique pour les organismes aquatiques";100;"UE";02/10/13
"1305-99-3";"phosphure de calcium";"Règlement (UE) N°2015/1221 (7e ATP au Règlement 1272/2008)";24/07/15;"Toxicité aiguë (par voie cutanée), catégorie 3";"H311";"Toxique par contact cutané";;"";
"1305-99-3";"phosphure de calcium";"Règlement (UE) N°2015/1221 (7e ATP au Règlement 1272/2008)";24/07/15;"Toxicité aiguë (par voie orale), catégorie 2";"H300";"Mortel en cas d'ingestion";;"";
"1305-99-3";"phosphure de calcium";"Règlement (UE) N°2015/1221 (7e ATP au Règlement 1272/2008)";24/07/15;"Dangers pour le milieu aquatique - Danger aigu, catégorie 1";"H400";"Très toxique pour les organismes aquatiques";;"UE";
"1305-99-3";"phosphure de calcium";"Règlement (UE) N°2015/1221 (7e ATP au Règlement 1272/2008)";24/07/15;"Lésions oculaires graves, catégorie 1";"H318";"Provoque des lésions oculaires graves";;"";
"1305-99-3";"phosphure de calcium";"Règlement (UE) N°2015/1221 (7e ATP au Règlement 1272/2008)";24/07/15;"Substances et mélanges qui, au contact de l'eau, dégagent des gaz inflammables, catégorie 1";"H260";"Dégage, au contact de l'eau, des gaz inflammables qui peuvent s'enflammer spontanément";;"";
"1305-99-3";"phosphure de calcium";"Règlement (UE) N°2015/1221 (7e ATP au Règlement 1272/2008)";24/07/15;"Toxicité aiguë (par inhalation), catégorie 2";"H330";"Mortel par inhalation";;"";
"12057-74-8";"phosphure de magnesium";"Règlement (UE) N°944/2013 (5e ATP au Règlement 1272/2008)";02/10/13;"Toxicité aiguë (par voie cutanée), catégorie 3";"H311";"Toxique par contact cutané";;"";
"12057-74-8";"phosphure de magnesium";"Règlement (UE) N°944/2013 (5e ATP au Règlement 1272/2008)";02/10/13;"Toxicité aiguë (par voie orale), catégorie 2";"H300";"Mortel en cas d'ingestion";;"";
"12057-74-8";"phosphure de magnesium";"Règlement (UE) N°944/2013 (5e ATP au Règlement 1272/2008)";02/10/13;"Dangers pour le milieu aquatique - Danger aigu, catégorie 1";"H400";"Très toxique pour les organismes aquatiques";10000;"UE";28/10/16
"12057-74-8";"phosphure de magnesium";"Règlement (UE) N°944/2013 (5e ATP au Règlement 1272/2008)";02/10/13;"Substances et mélanges qui, au contact de l'eau, dégagent des gaz inflammables, catégorie 1";"H260";"Dégage, au contact de l'eau, des gaz inflammables qui peuvent s'enflammer spontanément";;"";
"12057-74-8";"phosphure de magnesium";"Règlement (UE) N°944/2013 (5e ATP au Règlement 1272/2008)";02/10/13;"Toxicité aiguë (par inhalation), catégorie 1";"H330";"Mortel par inhalation";;"";
"7803-51-2";"phosphure d'hydrogene";"Règlement (CE) N°1272/2008 (ATP 0)";16/12/08;"Gaz inflammables, catégorie 1";"H220";"Gaz extrêmement inflammable";;"";
"7803-51-2";"phosphure d'hydrogene";"Règlement (CE) N°1272/2008 (ATP 0)";16/12/08;"Corrosif pour la peau, catégorie 1B";"H314";"Provoque des brûlures de la peau et des lésions oculaires graves";;"";
"7803-51-2";"phosphure d'hydrogene";"Règlement (CE) N°1272/2008 (ATP 0)";16/12/08;"Dangers pour le milieu aquatique - Danger aigu, catégorie 1";"H400";"Très toxique pour les organismes aquatiques";;"";
"7803-51-2";"phosphure d'hydrogene";"Règlement (CE) N°1272/2008 (ATP 0)";16/12/08;"Toxicité aiguë (par inhalation), catégorie 2";"H330";"Mortel par inhalation";;"";
