"Numéro CAS";"Nom SA";"Propriété";"Valeur";"Unité";"Température";"PH";"Observation"
"168316-95-8";"spinosad";"Solubilité dans l'eau";"290";"mg/L";20;"5";"SPINOSAD A"
"168316-95-8";"spinosad";"Solubilité dans l'eau";"235";"mg/L";20;"7";"SPINOSAD A"
"168316-95-8";"spinosad";"Solubilité dans l'eau";"28.7";"mg/L";20;"5";"SPINOSAD D"
"168316-95-8";"spinosad";"Solubilité dans l'eau";"16";"mg/L";20;"9";"SPINOSAD A"
"168316-95-8";"spinosad";"Solubilité dans l'eau";"0.332";"mg/L";20;"7";"SPINOSAD D"
"168316-95-8";"spinosad";"Solubilité dans l'eau";"0.053";"mg/L";20;"9";"SPINOSAD D"
"148477-71-8";"spirodiclofen";"Constante de Henry";"< 2 E-3";"Pa.m3/mol";20;"";""
"148477-71-8";"spirodiclofen";"Log P";"5,1";"";20;"7";""
"148477-71-8";"spirodiclofen";"Log P";"5,83";"";20;"4";""
"148477-71-8";"spirodiclofen";"pka";"";"";;"";""
"148477-71-8";"spirodiclofen";"Pression de vapeur";"< 0.3";"µPa";20;"";""
"148477-71-8";"spirodiclofen";"Solubilité dans l'eau";"50";"ug/L";20;"4";""
"148477-71-8";"spirodiclofen";"Solubilité dans l'eau";"190";"ug/L";20;"7";""
"203313-25-1";"spirotetramate";"Constante de Henry";"6,99x 10^-8";"Pa.m3/mol";;"7";""
"203313-25-1";"spirotetramate";"Constante de Henry";"6,24x 10^-8";"Pa.m3/mol";;"4";""
"203313-25-1";"spirotetramate";"Constante de Henry";"1,09x 10^-7";"Pa.m3/mol";;"9";""
"203313-25-1";"spirotetramate";"Log P";"2,51";"";20;"7";""
"203313-25-1";"spirotetramate";"Log P";"2,51";"";20;"4";""
"203313-25-1";"spirotetramate";"Log P";"2,5";"";20;"9";""
"203313-25-1";"spirotetramate";"pka";"10,7";"";;"";""
"203313-25-1";"spirotetramate";"Pression de vapeur";"1,5x10^-8";"Pa";20;"";""
"203313-25-1";"spirotetramate";"Pression de vapeur";"1,5x10^-6";"Pa";50;"";""
"203313-25-1";"spirotetramate";"Pression de vapeur";"5,6x10^-9";"Pa";20;"";""
"203313-25-1";"spirotetramate";"Solubilité dans l'eau";"33,5";"mg/L";20;"4";""
"203313-25-1";"spirotetramate";"Solubilité dans l'eau";"29,9";"mg/L";20;"7";""
"203313-25-1";"spirotetramate";"Solubilité dans l'eau";"19,1";"mg/L";20;"9";""
"118134-30-8";"spiroxamine";"Constante de Henry";"2.5x10^-3";"Pa.m3/mol";20;"";"DIASTEREA ISOMERE A"
"118134-30-8";"spiroxamine";"Constante de Henry";"5x10^-3";"Pa.m3/mol";20;"";"DIASTEREOISOMERE B"
"118134-30-8";"spiroxamine";"Log P";"1,28";"";20;"5";"DIASTEREOISOMERE A"
"118134-30-8";"spiroxamine";"Log P";"1,41";"";20;"5";"DIASTEREOISOMERE B"
"118134-30-8";"spiroxamine";"Log P";"2,79";"";20;"7";"DIASTEREOISOMERE A"
"118134-30-8";"spiroxamine";"Log P";"2,98";"";20;"7";"DIASTEREOISOMERE B"
"118134-30-8";"spiroxamine";"Log P";"4,88";"";20;"9";"DIASTEREOISOMERE A"
"118134-30-8";"spiroxamine";"Log P";"5,08";"";20;"9";"DIASTEREOISOMERE B"
"118134-30-8";"spiroxamine";"pka";"6,9";"";;"";""
"118134-30-8";"spiroxamine";"Pression de vapeur";"4";"mPa";20;"";"DIASTEREOISOMERE A"
"118134-30-8";"spiroxamine";"Pression de vapeur";"6";"mPa";20;"";"DIASTEREOISOMERE B"
"118134-30-8";"spiroxamine";"Solubilité dans l'eau";"340";"mg/L";20;"5";"DIASTEREOISOMERE B"
"118134-30-8";"spiroxamine";"Solubilité dans l'eau";"470";"mg/L";20;"5";"DIASTEREOISOMERE A"
"118134-30-8";"spiroxamine";"Solubilité dans l'eau";">200";"g/L";20;"3";""
"118134-30-8";"spiroxamine";"Solubilité dans l'eau";"10";"mg/L";20;"9";"DIASTEREOISOMERE B"
"118134-30-8";"spiroxamine";"Solubilité dans l'eau";"14";"mg/L";20;"9";"DIASTEREOISOMERE A"
"99105-77-8";"sulcotrione";"Constante de Henry";"6 10-7";"Pa.m3/mol";20;"4,8";""
"99105-77-8";"sulcotrione";"Log P";"+0,2";"";20;"4";""
"99105-77-8";"sulcotrione";"Log P";"-1,7";"";20;"7";""
"99105-77-8";"sulcotrione";"Log P";"-2";"";20;"9";""
"99105-77-8";"sulcotrione";"pka";"3,13";"";;"";""
"99105-77-8";"sulcotrione";"Pression de vapeur";"5";"µPa";25;"";""
"99105-77-8";"sulcotrione";"Solubilité dans l'eau";">60";"g/L";20;"";""
"99105-77-8";"sulcotrione";"Solubilité dans l'eau";"1,67";"g/L";20;"4,8";""
"99105-77-8";"sulcotrione";"Solubilité dans l'eau";"0.13";"g/L";20;"3,6";""
"7782-63-0";"sulfate de fer";"Solubilité dans l'eau";"266";"g/L";10;"";""
"7782-63-0";"sulfate de fer";"Solubilité dans l'eau";"440";"g/L";10;"";""
"141776-32-1";"Sulfosulfuron";"Constante de Henry";"2,97x10^-8";"Pa.m3/mol";20;"9";""
"141776-32-1";"Sulfosulfuron";"Constante de Henry";"8,15x10^-7";"Pa.m3/mol";20;"5";""
"141776-32-1";"Sulfosulfuron";"Constante de Henry";"8,83x10^-9";"Pa.m3/mol";20;"7";""
"141776-32-1";"Sulfosulfuron";"Log P";"<1";"";25;"9";""
"141776-32-1";"Sulfosulfuron";"Log P";"<1";"";25;"7";""
"141776-32-1";"Sulfosulfuron";"Log P";"<1";"";25;"5";""
"141776-32-1";"Sulfosulfuron";"pka";"+3,51";"";20;"";""
"141776-32-1";"Sulfosulfuron";"Pression de vapeur";"8,81x10^-8";"Pa";25;"";""
"141776-32-1";"Sulfosulfuron";"Pression de vapeur";"3,05x10^-8";"Pa";20;"";""
"141776-32-1";"Sulfosulfuron";"Pression de vapeur";"1,87x10^-6";"Pa";40;"";""
"141776-32-1";"Sulfosulfuron";"Pression de vapeur";"7,22x10^-7";"Pa";35;"";""
"141776-32-1";"Sulfosulfuron";"Solubilité dans l'eau";"17,60";"mg/L";20;"5";""
"141776-32-1";"Sulfosulfuron";"Solubilité dans l'eau";"482,44";"mg/L";20;"9";""
"141776-32-1";"Sulfosulfuron";"Solubilité dans l'eau";"1626,8";"mg/L";20;"7";""
"102851-06-9";"tau-fluvalinate";"Constante de Henry";"1,2x10-4";"Pa.m3/mol";25;"";""
"102851-06-9";"tau-fluvalinate";"Log P";"7,02";"";25;"7";""
"102851-06-9";"tau-fluvalinate";"pka";"";"";;"";""
"102851-06-9";"tau-fluvalinate";"Pression de vapeur";"3,8x10^-11";"Pa";20;"";"RS"
"102851-06-9";"tau-fluvalinate";"Pression de vapeur";"5,1x10-11";"Pa";20;"";"RR"
"102851-06-9";"tau-fluvalinate";"Solubilité dans l'eau";"<0,35-0,56";"µg/L";20;"4";""
"102851-06-9";"tau-fluvalinate";"Solubilité dans l'eau";"1,03";"µg/L";20;"7";""
"107534-96-3";"tebuconazole";"Constante de Henry";"1x10-5";"Pa.m3/mol";20;"";""
"107534-96-3";"tebuconazole";"Log P";"3,7";"";20;"7";""
"107534-96-3";"tebuconazole";"pka";"";"";;"";""
"107534-96-3";"tebuconazole";"Pression de vapeur";"3.1";"µPa";25;"";""
"107534-96-3";"tebuconazole";"Pression de vapeur";"1.3";"µPa";20;"";""
"107534-96-3";"tebuconazole";"Solubilité dans l'eau";"36";"mg/L";20;"7,2 à 9,4";""
"107534-96-3";"tebuconazole";"Solubilité dans l'eau";"38";"mg/L";20;"5,3";""
"112410-23-8";"tebufenozide";"Constante de Henry";"< 6,6x10^-5";"Pa.m3/mol";25;"";""
"112410-23-8";"tebufenozide";"Log P";"4,25";"";25;"7";""
"112410-23-8";"tebufenozide";"pka";"";"";;"";""
"112410-23-8";"tebufenozide";"Pression de vapeur";"< 1,56x10^-7";"Pa";25;"";""
"112410-23-8";"tebufenozide";"Solubilité dans l'eau";"0.83";"mg/L";25;"7";""
"119168-77-3";"tebufenpyrad";"Constante de Henry";"<1,1 10-3";"Pa.m3/mol";;"";""
"119168-77-3";"tebufenpyrad";"Log P";"4,93";"";25;"";""
"119168-77-3";"tebufenpyrad";"pka";"";"";;"";""
"119168-77-3";"tebufenpyrad";"Pression de vapeur";"<9,7";"µPa";25;"";""
"119168-77-3";"tebufenpyrad";"Pression de vapeur";"36";"µPa";46;"";""
"119168-77-3";"tebufenpyrad";"Pression de vapeur";"<1,6";"µPa";20;"";""
"119168-77-3";"tebufenpyrad";"Solubilité dans l'eau";"3.2";"mg/L";25;"4";""
"119168-77-3";"tebufenpyrad";"Solubilité dans l'eau";"2.4";"mg/L";25;"7";""
"119168-77-3";"tebufenpyrad";"Solubilité dans l'eau";"2.6";"mg/L";25;"";""
"83121-18-0";"teflubenzuron";"Log P";"4,56";"";;"";""
"83121-18-0";"teflubenzuron";"Pression de vapeur";"0.8";"nPa";20;"";""
"83121-18-0";"teflubenzuron";"Solubilité dans l'eau";"0.02";"mg/L";;"";""
"79538-32-2";"tefluthrine";"Constante de Henry";"2 x 10^2";"Pa.m3/mol";20;"";""
"79538-32-2";"tefluthrine";"Log P";"6,4";"";20;"";""
"79538-32-2";"tefluthrine";"Pression de vapeur";"8.4 x e-3";"Pa";20;"";""
"79538-32-2";"tefluthrine";"Pression de vapeur";"21 x e-2";"Pa";30;"";""
"79538-32-2";"tefluthrine";"Pression de vapeur";"51 x e-2";"Pa";40;"";""
"79538-32-2";"tefluthrine";"Solubilité dans l'eau";"0.016";"mg/L";20;"";""
"79538-32-2";"tefluthrine";"Solubilité dans l'eau";"0.015";"mg/L";20;"5";""
"79538-32-2";"tefluthrine";"Solubilité dans l'eau";"0.016";"g/L";20;"9";""
"335104-84-2";"tembotrione";"Constante de Henry";"1.71*10^-10";"Pa.m3/mol";20;"";""
"335104-84-2";"tembotrione";"Log P";"-1,37";"";23;"9";""
"335104-84-2";"tembotrione";"Log P";"-1,09";"";24;"7";""
"335104-84-2";"tembotrione";"Log P";"2,16";"";23;"2";""
"335104-84-2";"tembotrione";"pka";"3,18";"";;"";""
"335104-84-2";"tembotrione";"Pression de vapeur";"2.6*10^-6";"Pa";50;"";""
"335104-84-2";"tembotrione";"Pression de vapeur";"2.9*10^-8";"Pa";25;"";""
"335104-84-2";"tembotrione";"Pression de vapeur";"1.1*10^-8";"Pa";20;"";""
"335104-84-2";"tembotrione";"Solubilité dans l'eau";"62";"g/L";20;"9";""
"335104-84-2";"tembotrione";"Solubilité dans l'eau";"71";"g/L";20;"7";""
"335104-84-2";"tembotrione";"Solubilité dans l'eau";"0.22";"g/L";20;"4";""
"5915-41-3";"terbuthylazine";"Constante de Henry";"2,3x10^-3";"Pa.m3/mol";;"";""
"5915-41-3";"terbuthylazine";"Constante de Henry";"4,18x10^-3";"Pa.m3/mol";;"";""
"5915-41-3";"terbuthylazine";"Log P";"3,41";"";20;"";""
"5915-41-3";"terbuthylazine";"Log P";"3,4";"";25;"";""
"5915-41-3";"terbuthylazine";"pka";"1,95";"";20;"";""
"5915-41-3";"terbuthylazine";"pka";"1,84";"";20;"";""
"5915-41-3";"terbuthylazine";"Pression de vapeur";"9x10^-5";"Pa";25;"";""
"5915-41-3";"terbuthylazine";"Pression de vapeur";"1,52x10^-4";"Pa";20;"";""
"5915-41-3";"terbuthylazine";"Solubilité dans l'eau";"9";"mg/L";25;"7,4";""
"5915-41-3";"terbuthylazine";"Solubilité dans l'eau";"6,6";"mg/L";20;"4 à 10";""
"112281-77-3";"tetraconazole";"Constante de Henry";"3,6x10-4";"Pa.m3/mol";;"";""
"112281-77-3";"tetraconazole";"Log P";"3,56";"";20;"";""
"112281-77-3";"tetraconazole";"pka";"0,5";"";;"";""
"112281-77-3";"tetraconazole";"pka";"0,8";"";;"";""
"112281-77-3";"tetraconazole";"Pression de vapeur";"0,18";"mPa";20;"";""
"112281-77-3";"tetraconazole";"Solubilité dans l'eau";"112,2";"mg/L";20;"5";""
"112281-77-3";"tetraconazole";"Solubilité dans l'eau";"153,7";"mg/L";20;"9";""
"112281-77-3";"tetraconazole";"Solubilité dans l'eau";"156,6";"mg/L";20;"7";""
"148-79-8";"thiabendazole";"Constante de Henry";"3.7 e-6";"Pa.m3/mol";;"";""
"148-79-8";"thiabendazole";"Log P";"2,39";"";20;"7";""
"148-79-8";"thiabendazole";"Log P";"1,62";"";20;"4";""
"148-79-8";"thiabendazole";"Log P";"2,4";"";20;"10";""
"148-79-8";"thiabendazole";"pka";"4,73";"";;"";""
"148-79-8";"thiabendazole";"pka";"12";"";;"";""
"148-79-8";"thiabendazole";"Pression de vapeur";"0.53";"µPa";25;"";""
"148-79-8";"thiabendazole";"Solubilité dans l'eau";"0.03";"g/L";20;"10";""
"148-79-8";"thiabendazole";"Solubilité dans l'eau";"0.03";"g/L";20;"7";""
"148-79-8";"thiabendazole";"Solubilité dans l'eau";"0.16";"g/L";20;"4";""
"111988-49-9";"thiacloprid";"Constante de Henry";"4,8 e-10";"Pa.m3/mol";;"";""
"111988-49-9";"thiacloprid";"Log P";"1,26";"";20;"";""
"111988-49-9";"thiacloprid";"pka";"";"";;"";""
"111988-49-9";"thiacloprid";"Pression de vapeur";"3 e-10";"Pa";20;"";""
"111988-49-9";"thiacloprid";"Solubilité dans l'eau";"186";"mg/L";20;"4";""
"111988-49-9";"thiacloprid";"Solubilité dans l'eau";"185";"mg/L";20;"9";""
"111988-49-9";"thiacloprid";"Solubilité dans l'eau";"184";"mg/L";20;"7";""
"153719-23-4";"thiamethoxam";"Constante de Henry";"4.7 e-10";"Pa.m3/mol";25;"";""
"153719-23-4";"thiamethoxam";"Log P";"-0,13";"";25;"";""
"153719-23-4";"thiamethoxam";"pka";"";"";;"";""
"153719-23-4";"thiamethoxam";"Pression de vapeur";"6.6 e-9";"Pa";25;"";""
"153719-23-4";"thiamethoxam";"Solubilité dans l'eau";"4.1";"g/L";25;"";""
"317815-83-1";"thiencarbazone-methyl";"Constante de Henry";"4.77x10^-13";"Pa.m3/mol";;"3,9";""
"317815-83-1";"thiencarbazone-methyl";"Constante de Henry";"2.00x 10^-13";"Pa.m3/mol";;"4";""
"317815-83-1";"thiencarbazone-methyl";"Constante de Henry";"7.88x 10^-14";"Pa.m3/mol";;"7";""
"317815-83-1";"thiencarbazone-methyl";"Constante de Henry";"8.24x10^-14";"Pa.m3/mol";;"9";""
"317815-83-1";"thiencarbazone-methyl";"Log P";"-1,98";"";24;"7";""
"317815-83-1";"thiencarbazone-methyl";"Log P";"-0,13";"";24;"4";""
"317815-83-1";"thiencarbazone-methyl";"Log P";"-2,14";"";23;"9";""
"317815-83-1";"thiencarbazone-methyl";"pka";"=3";"";;"";""
"317815-83-1";"thiencarbazone-methyl";"Pression de vapeur";"8.8x10^-14";"Pa";20;"";""
"317815-83-1";"thiencarbazone-methyl";"Solubilité dans l'eau";"436";"mg/L";20;"7";""
"317815-83-1";"thiencarbazone-methyl";"Solubilité dans l'eau";"417";"mg/L";20;"9";""
"317815-83-1";"thiencarbazone-methyl";"Solubilité dans l'eau";"172";"mg/L";20;"4";""
"79277-27-3";"thifensulfuron methyle";"Constante de Henry";"9,6x10^-15";"Pa.m3/mol";;"7";""
"79277-27-3";"thifensulfuron methyle";"Constante de Henry";"2,8x10^-13";"Pa.m3/mol";;"5";""
"79277-27-3";"thifensulfuron methyle";"Log P";"0,0253";"";;"5";""
"79277-27-3";"thifensulfuron methyle";"Log P";"-2,1";"";;"9";""
"79277-27-3";"thifensulfuron methyle";"Log P";"-1,65";"";;"7";""
"79277-27-3";"thifensulfuron methyle";"pka";"4";"";;"";""
"79277-27-3";"thifensulfuron methyle";"Pression de vapeur";"4x10^-8";"Pa";25;"";""
"79277-27-3";"thifensulfuron methyle";"Pression de vapeur";"5,19x10^-9";"Pa";20;"";""
"79277-27-3";"thifensulfuron methyle";"Solubilité dans l'eau";"54,1";"mg/L";20;"";""
"79277-27-3";"thifensulfuron methyle";"Solubilité dans l'eau";"2,24";"g/L";25;"7";""
"79277-27-3";"thifensulfuron methyle";"Solubilité dans l'eau";"8.83";"g/L";25;"9";""
"23564-05-8";"thiophanate-methyl";"Constante de Henry";"1,67x10^-4";"Pa.m3/mol";;"";""
"23564-05-8";"thiophanate-methyl";"Log P";"1,47";"";;"6";""
"23564-05-8";"thiophanate-methyl";"Log P";"1,41";"";25;"4";""
"23564-05-8";"thiophanate-methyl";"pka";"7,28";"";25;"";""
"23564-05-8";"thiophanate-methyl";"Pression de vapeur";"<9x10^-6";"Pa";20;"";""
"23564-05-8";"thiophanate-methyl";"Solubilité dans l'eau";"18,5";"mg/L";20;"7";""
"23564-05-8";"thiophanate-methyl";"Solubilité dans l'eau";"22,4";"mg/L";20;"4";""
"23564-05-8";"thiophanate-methyl";"Solubilité dans l'eau";"pas stable";"";20;"8 à 12";""
"57018-04-9";"Tolclophos methyle";"Constante de Henry";"0.37";"Pa.m3/mol";20;"";""
"57018-04-9";"Tolclophos methyle";"Log P";"3,8";"";25;"7";""
"57018-04-9";"Tolclophos methyle";"pka";"";"";;"";""
"57018-04-9";"Tolclophos methyle";"Pression de vapeur";"8.77*10^-04";"Pa";20;"";""
"57018-04-9";"Tolclophos methyle";"Solubilité dans l'eau";"0.708";"mg/L";20;"7 à 7,5";""
"87820-88-0";"tralkoxydime";"Log P";"2,1";"";20;"6,5";""
"87820-88-0";"tralkoxydime";"pka";"4,3";"";25;"";""
"87820-88-0";"tralkoxydime";"Pression de vapeur";"0.37";"µPa";20;"";""
"87820-88-0";"tralkoxydime";"Pression de vapeur";"<13.5";"µPa";20;"";""
"87820-88-0";"tralkoxydime";"Solubilité dans l'eau";"5";"mg/L";20;"5";""
"87820-88-0";"tralkoxydime";"Solubilité dans l'eau";"7";"mg/L";20;"6,5";""
"55219-65-3";"triadimenol";"Constante de Henry";"2.2 e-6";"Pa.m3/mol";;"";""
"55219-65-3";"triadimenol";"Log P";"3,18";"";25;"";""
"55219-65-3";"triadimenol";"Log P";"";"";;"";"ISOMERE B"
"55219-65-3";"triadimenol";"Log P";"";"";;"";"ISOMERE A"
"55219-65-3";"triadimenol";"Pression de vapeur";"0.041";"µPa";20;"";"ISOMERE A"
"55219-65-3";"triadimenol";"Pression de vapeur";"0.24";"µPa";20;"";"ISOMERE B"
"55219-65-3";"triadimenol";"Pression de vapeur";"1.35";"mPa";20;"";""
"55219-65-3";"triadimenol";"Solubilité dans l'eau";"95";"mg/L";20;"";""
"2303-17-5";"tri-allate";"Constante de Henry";"0,89";"Pa.m3/mol";20;"";""
"2303-17-5";"tri-allate";"Log P";"4,06";"";21;"7,03";""
"2303-17-5";"tri-allate";"Pression de vapeur";"0,012";"Pa";20;"";""
"2303-17-5";"tri-allate";"Pression de vapeur";"0,023";"Pa";25;"";""
"2303-17-5";"tri-allate";"Solubilité dans l'eau";"0,0041";"g/L";20;"7";""
"101200-48-0";"tribenuron-methyl";"Constante de Henry";"9,5x10^-10";"Pa.m3/mol";20;"5";""
"101200-48-0";"tribenuron-methyl";"Constante de Henry";"<1,33*10^-10";"Pa.m3/mol";20;"9";""
"101200-48-0";"tribenuron-methyl";"Log P";"-0,93";"";20;"9";""
"101200-48-0";"tribenuron-methyl";"Log P";"-0,38";"";20;"7";""
"101200-48-0";"tribenuron-methyl";"pka";"4,65";"";20;"";""
"101200-48-0";"tribenuron-methyl";"Pression de vapeur";"5,99x10^-9";"Pa";20;"";""
"101200-48-0";"tribenuron-methyl";"Solubilité dans l'eau";"2,483";"g/L";20;"7";""
"101200-48-0";"tribenuron-methyl";"Solubilité dans l'eau";">17,85";"g/L";20;"9";""
"055335-06-3";"triclopyr";"Constante de Henry";"8.8x10^-5";"Pa.m3/mol";20;"";""
"055335-06-3";"triclopyr";"Constante de Henry";"4.7x10^-6";"Pa.m3/mol";20;"5";""
"055335-06-3";"triclopyr";"Constante de Henry";"4.4x10^-6";"Pa.m3/mol";20;"7";""
"055335-06-3";"triclopyr";"Log P";"0,42";"";22;"5";""
"055335-06-3";"triclopyr";"Log P";"-0,96";"";22;"9";""
"055335-06-3";"triclopyr";"Log P";"-0,45";"";22;"7";""
"055335-06-3";"triclopyr";"pka";"3,97";"";21;"";""
"055335-06-3";"triclopyr";"Pression de vapeur";"2.0x10^-4";"Pa";25;"";""
"055335-06-3";"triclopyr";"Solubilité dans l'eau";"0.408";"g/L";20;"";""
"055335-06-3";"triclopyr";"Solubilité dans l'eau";"7.69";"g/L";20;"5";""
"055335-06-3";"triclopyr";"Solubilité dans l'eau";"8.10";"g/L";20;"7";""
"055335-06-3";"triclopyr";"Solubilité dans l'eau";"8.22";"g/L";20;"9";""
"64700-56-7";"triclopyr butoxy ethyl ester";"Constante de Henry";"2.9x10^-3";"Pa.m3/mol";20;"";""
"64700-56-7";"triclopyr butoxy ethyl ester";"Log P";"4,31";"";22;"9";""
"64700-56-7";"triclopyr butoxy ethyl ester";"Log P";"4,75";"";22;"5";""
"64700-56-7";"triclopyr butoxy ethyl ester";"Log P";"4,62";"";22;"7";""
"64700-56-7";"triclopyr butoxy ethyl ester";"Pression de vapeur";"1.0x10^-4";"Pa";25;"";""
"64700-56-7";"triclopyr butoxy ethyl ester";"Solubilité dans l'eau";"5.9";"g/L";20;"7";""
"64700-56-7";"triclopyr butoxy ethyl ester";"Solubilité dans l'eau";"5.8";"g/L";20;"";""
"64700-56-7";"triclopyr butoxy ethyl ester";"Solubilité dans l'eau";"3.9";"g/L";20;"9";""
"64700-56-7";"triclopyr butoxy ethyl ester";"Solubilité dans l'eau";"5.9";"g/L";20;"5";""
"141517-21-7";"trifloxystrobine";"Constante de Henry";"2.3x10^-3";"Pa.m3/mol";25;"";""
"141517-21-7";"trifloxystrobine";"Log P";"+4,5";"";25;"";""
"141517-21-7";"trifloxystrobine";"pka";"";"";;"";""
"141517-21-7";"trifloxystrobine";"Pression de vapeur";"3.4x10^-6";"Pa";25;"";""
"141517-21-7";"trifloxystrobine";"Solubilité dans l'eau";"0.61";"mg/L";25;"";""
"126535-15-7";"triflusulfuron-methyle";"Constante de Henry";"<2.4 e-3";"Pa.m3/mol";;"4";""
"126535-15-7";"triflusulfuron-methyle";"Log P";"0,96";"";;"7";""
"126535-15-7";"triflusulfuron-methyle";"Log P";"";"";;"";""
"126535-15-7";"triflusulfuron-methyle";"Log P";"1,95";"";;"";""
"126535-15-7";"triflusulfuron-methyle";"pka";"4,4";"";;"";""
"126535-15-7";"triflusulfuron-methyle";"Pression de vapeur";"<13.5";"µPa";;"";""
"126535-15-7";"triflusulfuron-methyle";"Solubilité dans l'eau";"11";"g/L";25;"9";""
"126535-15-7";"triflusulfuron-methyle";"Solubilité dans l'eau";"2.7";"mg/L";25;"5";""
"126535-15-7";"triflusulfuron-methyle";"Solubilité dans l'eau";"110";"mg/L";25;"7";""
"126535-15-7";"triflusulfuron-methyle";"Solubilité dans l'eau";"1";"mg/L";25;"3";""
"95266-40-3";"trinexapac-ethyl";"Constante de Henry";"5.4 e-4";"Pa.m3/mol";25;"";""
"95266-40-3";"trinexapac-ethyl";"Log P";"1,5";"";25;"5";""
"95266-40-3";"trinexapac-ethyl";"Log P";"-2,1";"";25;"8,9";""
"95266-40-3";"trinexapac-ethyl";"Log P";"-0,29";"";25;"6,9";""
"95266-40-3";"trinexapac-ethyl";"pka";"4,57";"";20;"";""
"95266-40-3";"trinexapac-ethyl";"Pression de vapeur";"2.16";"mPa";25;"";""
"95266-40-3";"trinexapac-ethyl";"Solubilité dans l'eau";"1.1";"g/L";25;"3,5";""
"95266-40-3";"trinexapac-ethyl";"Solubilité dans l'eau";"10.2";"g/L";25;"5,5";""
"95266-40-3";"trinexapac-ethyl";"Solubilité dans l'eau";"2.8";"g/L";25;"4,9";""
"95266-40-3";"trinexapac-ethyl";"Solubilité dans l'eau";"21.1";"g/L";25;"8,2";""
"131983-72-7";"triticonazole";"Constante de Henry";"3.0 10-5";"Pa.m3/mol";;"";""
"131983-72-7";"triticonazole";"Log P";"3,29";"";20;"";""
"131983-72-7";"triticonazole";"pka";"";"";;"";""
"131983-72-7";"triticonazole";"Pression de vapeur";"<1.0";"µPa";50;"";""
"131983-72-7";"triticonazole";"Solubilité dans l'eau";"7.7";"mg/L";20;"5";""
"131983-72-7";"triticonazole";"Solubilité dans l'eau";"8.3";"mg/L";20;"9";""
"131983-72-7";"triticonazole";"Solubilité dans l'eau";"9.3";"mg/L";20;"7,3 à 8,7";""
"142469-14-5";"tritosulfuron";"Constante de Henry";"<1 e-4";"Pa.m3/mol";20;"";""
"142469-14-5";"tritosulfuron";"Log P";"2,93";"";20;"2,7";""
"142469-14-5";"tritosulfuron";"Log P";"0,62";"";20;"7";""
"142469-14-5";"tritosulfuron";"Log P";"-2,38";"";20;"10";""
"142469-14-5";"tritosulfuron";"Log P";"2,85";"";20;"4";""
"142469-14-5";"tritosulfuron";"pka";"4,69";"";20;"";""
"142469-14-5";"tritosulfuron";"Pression de vapeur";"<1.0 e-5";"Pa";20;"";""
"142469-14-5";"tritosulfuron";"Solubilité dans l'eau";"0.94";"mg/L";20;"1,7";""
"142469-14-5";"tritosulfuron";"Solubilité dans l'eau";"38.6";"mg/L";20;"4,7";""
"142469-14-5";"tritosulfuron";"Solubilité dans l'eau";"78.3";"g/L";20;"10,2";""
"283159-90-0";"valifenalate";"Constante de Henry";"1,6*10^-6";"Pa.m3/mol";20;"5,4";""
"283159-90-0";"valifenalate";"Log P";"+3";"";;"4";""
"283159-90-0";"valifenalate";"Log P";"3,1";"";;"7";""
"283159-90-0";"valifenalate";"Log P";"3,1";"";;"9";""
"283159-90-0";"valifenalate";"pka";"+11,35";"";;"";""
"283159-90-0";"valifenalate";"pka";"-1,78";"";;"";""
"283159-90-0";"valifenalate";"pka";"-1,08";"";;"";""
"283159-90-0";"valifenalate";"pka";"+14,88";"";;"";""
"283159-90-0";"valifenalate";"Pression de vapeur";"2,3*10^-7";"Pa";25;"";""
"283159-90-0";"valifenalate";"Pression de vapeur";"9,6*10^-8";"Pa";20;"";""
"283159-90-0";"valifenalate";"Solubilité dans l'eau";"2,41*10^-2";"g/L";;"5";""
"283159-90-0";"valifenalate";"Solubilité dans l'eau";"4,55*10^-2";"g/L";;"9";""
"52315-07-8";"zeta-cypermethrine";"Constante de Henry";"2 e-8";"Pa.m3/mol";;"";""
"52315-07-8";"zeta-cypermethrine";"Log P";"+5,5";"";24;"";""
"52315-07-8";"zeta-cypermethrine";"pka";"";"";;"";""
"52315-07-8";"zeta-cypermethrine";"Pression de vapeur";"1.9 e-9";"mmHg";;"";""
"52315-07-8";"zeta-cypermethrine";"Solubilité dans l'eau";"0,0387";"mg/L";25;"";""
"137-30-4";"zirame";"Constante de Henry";"5.7 e-3";"Pa.m3/mol";25;"";""
"137-30-4";"zirame";"Log P";"1,65";"";;"";""
"137-30-4";"zirame";"Pression de vapeur";"1.8 e-5";"Pa";25;"";""
"137-30-4";"zirame";"Solubilité dans l'eau";"0.967";"mg/L";20;"";""
"156052-68-5";"zoxamide";"Constante de Henry";"< 6.59x10^-3";"Pa.m3/mol";;"";""
"156052-68-5";"zoxamide";"Log P";"3,76";"";;"";""
"156052-68-5";"zoxamide";"pka";"";"";;"";""
"156052-68-5";"zoxamide";"Pression de vapeur";"< 13";"µPa";45;"";""
"156052-68-5";"zoxamide";"Pression de vapeur";"< 13";"µPa";20;"";""
"156052-68-5";"zoxamide";"Solubilité dans l'eau";"0.681";"mg/L";20;"3 à 11";""
"112-30-1";"1-decanol";"Constante de Henry";"22,52";"Pa.m3/mol";;"";""
"112-30-1";"1-decanol";"Log P";"4,115";"";22;"";""
"112-30-1";"1-decanol";"pka";"15,21";"";;"";""
