"Numéro CAS";"Nom SA";"Source";"Date";"Nom";"valeur";"Unite";"Etude(s) pivot(s) 1";"NOAEL de l'étude pivot 1";"Unité NOAEL étude pivot 1";"Etude(s) pivot(s) 2";"Facteur de sécurité";"F.correction (abs. orale lim.)"
"142469-14-5";"tritosulfuron";"UE";01/12/08;"DJA";"0,06";"mg/kg/j";"1 an, voie orale, chien";"6";"mg/kg/p.c./j";"";100;"non nécessaire"
"283159-90-0";"valifenalate";"UE";01/07/14;"ARFD";"non pertinent";"";"";"";"";"";;"non nécessaire"
"283159-90-0";"valifenalate";"UE";01/07/14;"DJA";"0,07";"mg/kg/j";"1 an, voie orale, chien";"7";"mg/kg/p.c./j";"";100;"non nécessaire"
"283159-90-0";"valifenalate";"UE";01/07/14;"AOEL";"0,07";"mg/kg/j";"1 an, voie orale, chien";"7";"mg/kg/p.c./j";"";100;"non nécessaire"
"52315-07-8";"zeta-cypermethrine";"UE";01/12/09;"DJA";"0,04";"mg/kg/j";"2 ans, voie orale, chien";"7,5";"mg/kg/p.c./j";"1 an, voie orale, chien";200;"non nécessaire"
"52315-07-8";"zeta-cypermethrine";"UE";01/12/09;"ARFD";"0,125";"mg/kg pc";"Tératogenèse, voie orale, rat";"12,5";"mg/kg/p.c./j";"Neurotoxicité, voie orale, rat, aigue";100;"non nécessaire"
"52315-07-8";"zeta-cypermethrine";"UE";01/12/09;"AOEL";"0,02";"mg/kg/j";"2 ans, voie orale, chien";"7,5";"mg/kg/p.c./j";"1 an, voie orale, chien";200;"50%"
"137-30-4";"zirame";"UE";04/07/03;"DJA";"0,006";"mg/kg/j";"2 ans, voie orale, rat";"0,6";"mg/kg p.c./j";"";100;"non nécessaire"
"137-30-4";"zirame";"UE";04/07/03;"AOEL";"0,015";"mg/kg/j";"90 jours, voie orale, rat";"3";"mg/kg p.c./j";"";100;"50%"
"137-30-4";"zirame";"UE";14/06/04;"ARFD";"0,08";"mg/kg pc";"Tératogenèse, voie orale, rat";"8";"mg/kg p.c./j";"";100;"non nécessaire"
"156052-68-5";"zoxamide";"UE";01/07/18;"AAOEL";"non pertinent";"";"";"";"";"";;"non nécessaire"
"156052-68-5";"zoxamide";"UE";01/07/18;"ARFD";"non pertinent";"";"";"";"";"";;"non nécessaire"
"156052-68-5";"zoxamide";"UE";01/07/18;"DJA";"0,5";"mg/kg/j";"90 jours et 1 an, voie orale, chien";"50";"mg/kg p.c./j";"";100;"non nécessaire"
"156052-68-5";"zoxamide";"UE";01/07/18;"AOEL";"0,3";"mg/kg/j";"90 jours et 1 an, voie orale, chien";"50";"mg/kg p.c./j";"";100;"60%"
"112-30-1";"1-decanol";"UE";01/06/11;"ARFD";"non pertinent";"";"";"";"";"";;"non nécessaire"
"112-30-1";"1-decanol";"UE";01/06/11;"AOEL";"10";"mg/kg/j";"Tératogenèse, voie orale, rat";"1000";"mg/kg/p.c./j";"";100;"non nécessaire"
"112-30-1";"1-decanol";"UE";01/06/11;"DJA";"non pertinent";"";"";"";"";"";;"non nécessaire"
"3100-04-7 ";"1-methylcyclopropene";"UE";01/08/19;"ARFD";"0,12";"mg/kg pc";"90 jours, voie orale, chien";"12,3";"mg/kg p.c./j";"";100;"non nécessaire"
"3100-04-7 ";"1-methylcyclopropene";"UE";01/08/19;"DJA";"0,02";"mg/kg/j";"28 jours, voie orale, chien";"4,1";"mg/kg p.c./j";"Reproduction sur deux générations, rat";200;"non nécessaire"
"3100-04-7 ";"1-methylcyclopropene";"UE";01/08/19;"AAOEL";"0,12";"mg/kg pc";"90 jours, voie orale, chien";"12,3";"mg/kg/p.c./j";"";100;"non nécessaire"
"3100-04-7 ";"1-methylcyclopropene";"UE";01/08/19;"AOEL";"0,04";"mg/kg/j";"90 jours, voie orale, chien";"4,1";"mg/kg p.c./j";"Reproduction sur deux générations, rat";100;"non nécessaire"
"86-86-2";"1-naphthylacetamide";"UE";01/01/12;"DJA";"0,1";"mg/kg/j";"Tératogenèse, voie orale, rat";"15";"mg/kg/p.c./j";"90 jours, voie orale, rat ; 1 an, voie orale, chien";150;"non nécessaire"
"86-86-2";"1-naphthylacetamide";"UE";01/01/12;"AOEL";"0,07";"mg/kg/j";"Tératogenèse, voie orale, rat";"15";"mg/kg/p.c./j";"90 jours, voie orale, rat ; 1 an, voie orale, chien";150;"70%"
"86-86-2";"1-naphthylacetamide";"UE";01/01/12;"ARFD";"0,1";"mg/kg pc";"Tératogenèse, voie orale, rat";"15";"mg/kg/p.c./j";"90 jours, voie orale, rat ; 1 an, voie orale, chien";150;"non nécessaire"
"571-58-4";"1,4-dimethylnaphthalene";"UE";01/07/14;"DJA";"0,1";"mg/kg/j";"2 ans, voie orale, rat";"10";"mg/kg/p.c./j";"";100;"non nécessaire"
"571-58-4";"1,4-dimethylnaphthalene";"UE";01/07/14;"ARFD";"non pertinent";"";"";"";"";"";;"non nécessaire"
"571-58-4";"1,4-dimethylnaphthalene";"UE";01/07/14;"AOEL";"0,32";"mg/kg/j";"90 jours, voie orale, rat";"32";"mg/kg/p.c./j";"";100;"non nécessaire"
"94-75-7";"2,4-D";"UE";06/10/17;"DJA";"0,02";"mg/kg/j";"1 an, voie orale, chien";"2,04";"mg/kg p.c./j";"";100;"non nécessaire"
"94-75-7";"2,4-D";"UE";06/10/17;"ARFD";"0,3";"mg/kg pc";"Tératogenèse, voie orale, rat";"31,25";"mg/kg/p.c./j";"Tératogenèse, voie orale, lapin";100;"non nécessaire"
"94-75-7";"2,4-D";"UE";06/10/17;"AOEL";"0,02";"mg/kg/j";"1 an, voie orale, chien";"2,04";"mg/kg p.c./j";"";100;"non nécessaire"
"1928-43-4";"2,4-D ethylhexyl ester";"UE";01/01/16;"DJA";"0,02";"mg/kg/j";"1 an, voie orale, chien";"2,04";"mg/kg p.c./j";"";100;"non nécessaire"
"1928-43-4";"2,4-D ethylhexyl ester";"UE";01/01/16;"ARFD";"0,3";"mg/kg pc";"Tératogenèse, voie orale, rat";"31,25";"mg/kg/p.c./j";"Tératogenèse, voie orale, lapin";100;"non nécessaire"
"1928-43-4";"2,4-D ethylhexyl ester";"UE";01/01/16;"AOEL";"0,02";"mg/kg/j";"1 an, voie orale, chien";"2,04";"mg/kg p.c./j";"";100;"non nécessaire"
"94-82-6";"2,4-DB";"UE";01/11/17;"DJA";"0,02";"mg/kg/j";"1 an, voie orale, chien";"2,04";"mg/kg p.c./j";"Reproduction sur deux générations et 2 ans, voie orale, rat";100;"non nécessaire"
"94-82-6";"2,4-DB";"UE";01/11/17;"ARFD";"0,3";"mg/kg pc";"Tératogenèse, voie orale, rat";"31,25";"mg/kg/p.c./j";"Tératogénèse, voie orale, lapin";100;"non nécessaire"
"94-82-6";"2,4-DB";"UE";01/11/17;"AOEL";"0,02";"mg/kg/j";"1 an, voie orale, chien";"2,04";"mg/kg p.c./j";"";100;"non nécessaire"
"1214-39-7";"6-benzyladenine";"UE";03/01/11;"AOEL";"0,03";"mg/kg/j";"Tératogenèse, voie orale, lapin";"10";"mg/kg p.c./j";"";300;"non nécessaire"
"1214-39-7";"6-benzyladenine";"UE";03/01/11;"ARFD";"non pertinent";"";"";"";"";"";;"non nécessaire"
"1214-39-7";"6-benzyladenine";"UE";03/01/11;"DJA";"0,01";"mg/kg/j";"Tératogenèse, voie orale, lapin";"10";"mg/kg p.c./j";"";1000;"non nécessaire"
"37338-40-2";"8-dodecenylacetate";"UE";01/09/09;"ARFD";"non pertinent";"";"";"";"";"";;"non nécessaire"
"37338-40-2";"8-dodecenylacetate";"UE";01/09/09;"AOEL";"non pertinent";"";"";"";"";"";;"non nécessaire"
"37338-40-2";"8-dodecenylacetate";"UE";01/09/09;"DJA";"non pertinent";"";"";"";"";"";;"non nécessaire"
