(produit) type produit;(produit) numero AMM;(produit) nom produit;(produit) seconds noms commerciaux;(produit) titulaire;(produit) type commercial;(produit) gamme usage;(produit) mentions autorisees;(produit) restrictions usage;(produit) restrictions usage libelle;(produit) Substances actives;(produit) fonctions;(produit) formulations;(produit) Etat d’autorisation;(produit) Date de retrait du produit;(produit) Date de première autorisation;(produit) Numéro AMM du produit de référence;(produit) Nom du produit de référence;
PPP;9100562;BLEU HYDROPLAST P-BA;;SANDOZ AGRO;Produit de référence;;;;;Pigment de phtalocyanine (Pigment de phtalocyanine) 528.9 g/L;;Liquide;RETIRE;28/06/2006;01/02/1995;;;
PPP;9100563;MAVRIK SYSTO;;ADAMA FRANCE SAS;Deuxième gamme;;;;;tau-fluvalinate (Tau-Fluvalinate) 72.0 g/L | thiométon (Thiometon) 200.0 g/L;;Concentré émulsionnable;RETIRE;06/02/2004;01/10/1991;8500066;MAVRIK B;
PPP;9100565;DESHELM 600;;COPETRA MAINTENANGE;Produit de revente;;;;;amitrole (Amitrole) 125.0 g/L | atrazine (Atrazine) 100.0 g/L;;Liquide;RETIRE;01/02/1997;01/10/1991;8100233 | 8100233;HERBANOL | HERBANOL;
PPP;9100566;DESHELM 150;;COPETRA MAINTENANGE;Produit de revente;;;;;2,4-D sel d'amine (2,4-D) 60.0 g/L | amitrole (Amitrole) 230.0 g/L;;Liquide;RETIRE;02/06/2006;01/02/1992;8900273;TERSOL LHF;
PPP;9100567;DESHELM 450;;COPETRA MAINTENANGE;Produit de revente;;;;;bromacil (Bromacil) 1.0 % | diuron (Diuron) 2.0 %;Herbicide;Granulé;RETIRE;08/07/2002;01/10/1991;9100123;HERTOG G3;
PPP;9100568;DESHELM 650;;COPETRA MAINTENANGE;Produit de revente;;;;;amitrole (Amitrole) 160.0 g/L | bromacil (Bromacil) 45.0 g/L | diuron (Diuron) 130.0 g/L;Herbicide;Liquide;RETIRE;08/07/2002;01/10/1991;9100124;HERTIN BROMA D;
PPP;9100569;DESHELM 470;;COPETRA MAINTENANGE;Produit de revente;;;;;simazine (Simazine) 2.5 %;Herbicide;Granulé;RETIRE;01/10/1997;01/10/1991;7900764;SIMAGRA 2 S SELECTIF;
PPP;9100570;DESHELM 670;;COPETRA MAINTENANGE;Produit de revente;;;;;amitrole (Amitrole) 100.0 g/L | diuron (Diuron) 300.0 g/L | simazine (Simazine) 60.0 g/L;;Liquide;RETIRE;01/02/1997;01/10/1991;9000589;HERTIN DAS;
PPP;9100571;BUMETRAN HF;;AGREVO FRANCE S.A.;Produit de revente;;;;;amitraze (Amitraz) 200.0 g/L;Acaricide;Concentré émulsionnable;RETIRE;09/06/2000;01/12/1991;9100572;MAITAC 20 HF;
PPP;9100572;MAITAC 20 HF;;BAYER SAS;Produit de revente;;;;;amitraze (Amitraz) 200.0 g/L;Insecticide;Concentré émulsionnable;RETIRE;06/02/2004;01/12/1991;9100571;BUMETRAN HF;
PPP;9100576;COUNTER 10G;;BASF FRANCE SAS;Produit de référence;;;;;Terbuphos (Terbuphos) 10.0 %;;Microgranulé;RETIRE;08/12/2003;01/12/1992;;;
PPP;9100577;APANAGE;;DUPONT SOLUTIONS (FRANCE) S.A.S.;Produit de référence;;;;;flusilazole (Flusilazole) 100.0 g/L;;Liquide;RETIRE;23/07/2010;01/06/1992;;;
PPP;9100578;ZOLONE DX;;Evergreen Garden Care France SAS;Produit de référence;;Emploi autorisé dans les jardins;;;phosalone (Phosalone) 60.0 g/L;Insecticide;Liquide;RETIRE;20/06/2007;01/02/1992;;;
PPP;9100579;OCCI TOTAL HERBES CONCENTRE LIQUIDE;;LABORATOIRES LOGISSAIN;Produit de référence;;;;;amitrole (Amitrole) 200.0 g/L | diuron (Diuron) 280.0 g/L;Herbicide;Suspension concentrée;RETIRE;01/12/2000;01/10/1991;;;
PPP;9100580;PROFEX FLO 80;;BOTANICA;Produit de revente;;;;;diuron (Diuron) 800.0 g/L;Herbicide;Suspension concentrée;RETIRE;01/10/1997;01/02/1992;8500193;KARMEX FLO;
PPP;9100581;NOVEX FLO 80;;BOTANICA;Produit de revente;;;;;diuron (Diuron) 800.0 g/L;Herbicide;Suspension concentrée;RETIRE;11/12/2007;01/02/1992;8500193;KARMEX FLO;
PPP;9100582;GEREM CX;;SYNGENTA AGRO S.A.S.;Produit de référence;;;;;anthraquinone (Anthraquinone) 117.3 g/L | captane (Captan) 120.0 g/L | carboxine (Carboxin) 120.0 g/L;;Suspension concentrée;RETIRE;28/06/2006;01/06/1994;;;
PPP;9100583;GEREM CX ORANGE;;SYNGENTA AGRO S.A.S.;Produit de référence;;;;;anthraquinone (Anthraquinone) 117.3 g/L | captane (Captan) 120.0 g/L | carboxine (Carboxin) 120.0 g/L;;Suspension concentrée;RETIRE;28/06/2006;01/06/1994;;;
PPP;9100584;GEREM ST ORANGE;;SYNGENTA AGRO S.A.S.;Produit de référence;;;;;thirame (Thiram) 213.4 g/L;;Suspension concentrée;RETIRE;03/12/2004;01/06/1994;;;
PPP;9100585;GEREM ST;;SYNGENTA AGRO S.A.S.;Produit de référence;;;;;thirame (Thiram) 213.4 g/L;;Suspension concentrée;RETIRE;03/12/2004;01/06/1994;;;
PPP;9100586;GEREM C;;SYNGENTA AGRO S.A.S.;Produit de référence;;;;;anthraquinone (Anthraquinone) 133.4 g/L | captane (Captan) 200.0 g/L;;Suspension concentrée;RETIRE;28/06/2006;01/06/1994;;;
PPP;9100587;GEREM C ORANGE;;SYNGENTA AGRO S.A.S.;Produit de référence;;;;;anthraquinone (Anthraquinone) 133.4 g/L | captane (Captan) 200.0 g/L;;Suspension concentrée;RETIRE;28/06/2006;01/06/1994;;;
PPP;9100589;CHAMPION FLO CALLIOPE;;ARYSTA LIFESCIENCE;Produit de revente;;;;;cuivre de l'hydroxyde de cuivre (Copper compounds) 388.3 g/L;;Liquide;RETIRE;17/09/2010;01/10/1991;8700595;CHAMPION FLO;
PPP;9100590;SESAME;;ARYSTA LIFESCIENCE;Produit de revente;;;;;carbofuran (Carbofuran) 5.0 %;Insecticide;Microgranulé;RETIRE;11/12/2007;01/10/1991;8700623;DIAFURAN 5 G;
PPP;9100591;ROCKY;;ARYSTA LIFESCIENCE;Produit de revente;;;;;endosulfan (Endosulfan) 350.0 g/L;;Liquide;RETIRE;26/06/2006;01/10/1991;8800399;THIONEX;
PPP;9100592;NORDIKA;;BAYER SAS;Produit de revente;;;;;fenbuconazole (Fenbuconazole) 60.0 g/L | prochloraze (Prochloraz) 400.0 g/L;Fongicide;Concentré émulsionnable;RETIRE;06/06/2003;01/10/1992;9100528;INDAR COMBI;
PPP;9100593;TATTOO;;AGREVO FRANCE S.A.;Produit de référence;;;;;mancozèbe (Mancozeb) 301.6 g/L | propamocarbe HCl (Propamocarb) 248.0 g/L;Fongicide;Suspension concentrée;RETIRE;09/06/2000;01/10/1992;;;
PPP;9100614;DIURAL 7;;SEPT D'ARMOR;Produit de référence;;;;;amitrole (Amitrole) 160.0 g/L | bromacil (Bromacil) 45.0 g/L | diuron (Diuron) 130.0 g/L;Herbicide;Liquide;RETIRE;08/12/2003;01/02/1992;;;
PPP;9100615;ANTARES;;CHEMINOVA A/S;Produit de référence;;;;;fentine hydroxide (Fentin hydroxide) 120.0 g/L | flutriafol (Flutriafol) 62.5 g/L;;Suspension concentrée;RETIRE;08/12/2003;01/10/1992;;;
PPP;9100617;AGRI 2003 POUDRAGE;;SAPHYR;Produit de référence;;Emploi autorisé dans les jardins;;;roténone (Rotenone) 1.0 %;;Poudre à pulvériser;RETIRE;09/05/2011;01/10/1991;;;
PPP;9100618;AGRI 2005;;SAPHYR;Produit de référence;;Emploi autorisé dans les jardins;;;roténone (Rotenone) 2.0 %;Insecticide;Liquide;RETIRE;09/05/2011;01/10/1991;;;
PPP;9100641;SUL MICRONISE;;MARUBENI;Produit de référence;;;;;soufre micronisé (Sulphur) 80.0 %;;Granulé dispersable;RETIRE;13/10/2006;01/02/1992;;;
PPP;9100642;CARBOLUX 5G;;JOHN ET STEPHEN B.;Produit de référence;;;;;carbofuran (Carbofuran) 5.0 %;;Microgranulé;RETIRE;11/12/2007;01/12/1991;;;
PPP;9100643;LUTOCLOR;;JOHN ET STEPHEN B.;Produit de revente;;;;;alachlore (Alachlor) 480.0 g/L;;Liquide;RETIRE;28/04/2007;01/12/1991;8400459;TRADIACHLOR;
PPP;9100644;CARDIALINE GR;;JOHN ET STEPHEN B.;Produit de revente;;;;;carbofuran (Carbofuran) 5.0 % | gamma-HCH (Gamma-HCH) 1.0 %;Insecticide;Microgranulé;RETIRE;05/02/1998;01/12/1991;8900427;CARBOLINE GR;
PPP;2030195;JUDOKA;;PHILAGRO;Deuxième gamme;;;;;esfenvalérate (Esfenvalerate) 50.0 g/L;Insecticide;Emulsion de type aqueux;RETIRE;18/12/2012;04/04/2003;2000316;MANDARIN PRO;
PPP;2030196;VITIS FAST;;CEREXAGRI S.A.S.;Deuxième gamme;;;;;cyperméthrine (Cypermethrin) 15.0 g/L | fénitrothion (Fenitrothion) 300.0 g/L;Insecticide;Suspension aqueuse;RETIRE;11/12/2007;04/04/2003;9200194;VITIS;
PPP;2030197;TERSOL DG7;;CROMPTON UNIROYAL CHEMICAL REGISTRATIONS LTD UK;Produit de revente;;;;;dichlobénil (Dichlobenil) 6.75 %;Herbicide;Granulé;RETIRE;16/03/2009;04/04/2003;8700003;DU CASON DI 2;
PPP;2030198;PROGEROX SID;;CROMPTON UNIROYAL CHEMICAL REGISTRATIONS LTD UK;Deuxième gamme;;;;;dichlobénil (Dichlobenil) 4.0 %;Herbicide;Granulé;RETIRE;16/03/2009;04/04/2003;7600146;CASORON 4 G;
PPP;2030238;TRIASOL ALLEES;;NUFARM S.A;Produit de référence;;;;;diuron (Diuron) 75.0 g/L | glyphosate sel d'isopropylamine (Glyphosate) 54.0 g/L | MCPA (MCPA) 54.0 g/L;Herbicide;Suspension concentrée;RETIRE;18/02/2009;04/04/2003;;;
PPP;2030239;ALLIE DUO;AVRO DUO;DUPONT SOLUTIONS (FRANCE) S.A.S.;Produit de référence;;;;;Metsulfuron-methyl (Metsulfuron-methyl) 8.6 % | thifensulfuron (Thifensulfuron-methyl) 42.8 %;Herbicide;Granulé dispersable;RETIRE;01/07/2013;06/02/2004;;;
PPP;2030247;GECKO;;BAYER SAS;Produit de revente;;;;;sulcotrione (Sulcotrione) 300.0 g/L;Herbicide;Suspension concentrée;RETIRE;29/07/2010;06/06/2003;9100297;MIKADO;
PPP;2030469;TEBUCUR;;GLOBACHEM;Produit de revente;;;;;tébuconazole (Tebuconazole) 250.0 g/L;Fongicide;Emulsion de type aqueux;RETIRE;06/02/2004;15/06/2003;9200078;HORIZON EW;
PPP;7400058;AXADRINE POUDRE CONCENTRE;;AXA;Produit de référence;;;;;gamma-HCH (Gamma-HCH) 2.0 %;;Poudre à pulvériser;RETIRE;01/11/1994;01/12/1974;;;
PPP;7400075;SEVIN APPAT;;LITTORALE;Produit de référence;;;;;carbaryl (Carbaryl) 5.0 %;;Appât sur grains;RETIRE;01/11/1994;01/12/1974;;;
PPP;7400090;TH 80 LAPA;;L A P A;Produit de référence;;;;;thirame (Thiram) 80.0 %;Fongicide;Poudre mouillable;RETIRE;03/12/2004;01/12/1974;;;
PPP;7400091;FT 2 BOUILLIE BORDELAISE INDUSTRIELLE SIAPA;;ISAGRO SPA;Produit de référence;;;;;sulfate de cuivre (Copper compounds) 13.8 %;;Poudre mouillable;RETIRE;28/06/2006;01/12/1974;;;
PPP;8800008;BOLIRON 50 WP;;HOLDING SARL BOURGEOIS;Produit de référence;;;;;linuron (Linuron) 50.0 %;;Poudre mouillable;RETIRE;01/04/1999;01/02/1988;;;
PPP;2030257;METRON IT;;INTER-TRADE AGRO APS;Produit de revente;;;;;métamitrone (Metamitron) 700.0 g/L;Herbicide;Suspension concentrée;RETIRE;17/09/2014;08/12/2003;9200034;PHYTO-METRON;
PPP;2030140;E.A. TOMATES;;EURO-APPRO;Produit de revente;;;;;Acide chloro-4-phenoxyacetique (Acide chloro-4-phenoxyacetique) 0.75 g/L | Naphtoxy-z acetamide (Naphtoxy-z acetamide) 2.5 g/L;Subst. Croiss.;Liquide;RETIRE;06/02/2004;07/02/2003;7400756;PROCARPIL TOMATES;
PPP;2030157;CYPERPRO;;AGRIPHAR SA;Deuxième gamme;;;;;cyperméthrine (Cypermethrin) 100.0 g/L;Insecticide;Concentré émulsionnable;RETIRE;27/05/2005;04/04/2003;2000480;CYPERGUARD 10 EC;
PPP;2030158;TCHAO VF LIQUIDE;;ARYSTA LIFESCIENCE;Deuxième gamme;;;;;glyphosate sel d'isopropylamine (Glyphosate) 360.0 g/L;Herbicide;Liquide;RETIRE;18/02/2009;04/04/2003;9100650;COSMIC;
PPP;2030159;CABRIO ULTRA;;BASF FRANCE SAS;Deuxième gamme;;;;;folpel (Folpet) 400.0 g/L | pyraclostrobine (Pyraclostrobin) 40.0 g/L;;Suspo-émulsion;RETIRE;05/08/2014;07/02/2003;2010588;CABRIO STAR;
PPP;2030169;DOLITOX;;DE SANGOSSE;Deuxième gamme;;;;;metaldéhyde (Metaldehyde) 5.0 %;Molluscicide;Appât sur grains;RETIRE;27/05/2015;04/04/2003;8900124;ANTILIMACES CLARTEX + R;
PPP;2030171;ETHOFOL  200 EC;;UNITED PHOSPHORUS LTD;Produit de revente;;;;;éthofumesate (Ethofumesate) 200.0 g/L;Herbicide;Concentré émulsionnable;RETIRE;04/04/2003;04/04/2003;9100166;BOXER EC;
PPP;2030185;INTER DELTA;;INTER-TRADE AGRO APS;Produit de revente;;;;;deltaméthrine (Deltamethrin) 25.0 g/L;Insecticide;Concentré émulsionnable;RETIRE;06/02/2004;04/04/2003;2000002;DELTAPLAN;
PPP;2030186;D ZERBAN ALLEES;;NUFARM S.A;Deuxième gamme;;;;;diuron (Diuron) 75.0 g/L | glyphosate sel d'isopropylamine (Glyphosate) 54.0 g/L | MCPA (MCPA) 54.0 g/L;Herbicide;Suspension concentrée;RETIRE;18/02/2009;04/04/2003;9500569;JARDIFLOW;
PPP;2030187;CHARDOL 600 CANNE;;NUFARM S.A;Produit de revente;;;;;2,4-D sel d'amine (2,4-D) 600.0 g/L;Herbicide;Liquide;RETIRE;19/09/2007;04/04/2003;5900383;WEEDAR 600;
PPP;2030189;VERONA;;CERA CHEM S.A.R.L.;Produit de revente;;;;;époxiconazole (Epoxiconazole) 50.0 g/L | pyraclostrobine (Pyraclostrobin) 133.0 g/L;Fongicide;Suspo-émulsion;RETIRE;08/09/2010;04/04/2003;2000333;OPERA;
PPP;2080053;HERBATAK PLUS PAL;LIKID ALLEES PAL;Evergreen Garden Care France SAS;Produit de référence;;Emploi autorisé dans les jardins;;;diflufénicanil (Diflufenican) 0.29 g/L | glyphosate sel d'isopropylamine (Glyphosate) 4.8 g/L | oxadiazon (Oxadiazon) 4.8 g/L;Herbicide;Autre liquide;RETIRE;31/03/2015;15/06/2008;;;
PPP;2030474;TRIKOR;;HERMOO BELGIUM NV;Générique;;;;;Acide gibberellique (Acide gibberellique) 10.0 %;ND;Comprimé;RETIRE;01/02/2009;30/10/2003;7400619;BERELEX;
PPP;2030438;CHAPTAL 700 SC;;AGRINORM LIMITED;Produit de revente;;;;;métamitrone (Metamitron) 700.0 g/L;;Suspension concentrée;RETIRE;16/10/2014;01/10/2004;9200142;STEF-METRON;
PPP;2030470;MANZATE 200DF;;GRIFFIN (EUROPE) S.A.;Produit de revente;;;;;mancozèbe (Mancozeb) 75.0 %;Fongicide;Granulé;RETIRE;30/08/2007;15/06/2003;8800136;MANZATE 200 DF;
PPP;2030463;CELMITRON 70%WG;;EXCEL INDUSTRIES (EUROPE) NV.;Produit de revente;;;;;métamitrone (Metamitron) 700.0 g/kg;Herbicide;Granulé dispersable;RETIRE;17/09/2014;15/06/2003;9700578;AGRICHEM METAMITRONE WG;
PPP;2030464;FOSETYL-IT;;INTER-TRADE AGRO APS;Générique;;;;;fosétyl (Fosetyl) 80.0 %;Fongicide;Poudre mouillable;RETIRE;07/05/2014;15/06/2003;7700682;ALIETTE;
PPP;2030265;BARCLAY HOLD UP 5C;;TAMINCO NV;Générique;;;;;chlorméquat (Chlormequat) 460.0 g/L;;Liquide;RETIRE;26/02/2014;08/12/2003;7400815;CYCOCEL C5 BASF;
PPP;2030471;MEXTROL H-D PLUS;;NUFARM S.A;Produit de revente;;;;;ioxynil (Ioxynil) 180.0 g/L | mécoprop-P  ester de butoxyéthanol (Mecoprop-P) 290.0 g/L;;Concentré émulsionnable;RETIRE;22/04/2009;15/06/2003;9400212;MEXTROL H;
PPP;2030269;LI-RACAN GG;;BORIE INDUSTRIES S.A.S.U;Deuxième gamme;;Emploi autorisé dans les jardins;;;metaldéhyde (Metaldehyde) 5.0 %;Molluscicide;Appât sur grains;RETIRE;04/06/2015;06/06/2003;8400549;HELARION RS;
PPP;2030270;CREASIS J;;B.H.S;Produit de revente;;;;;dichlobénil (Dichlobenil) 4.0 %;Herbicide;Granulé;RETIRE;16/03/2009;06/06/2003;9800556;CASORON 4 G JARDIN;
PPP;2030271;BOUL'HERB J;;B.H.S;Produit de revente;;;;;dichlobénil (Dichlobenil) 4.0 %;Herbicide;Granulé;RETIRE;16/03/2009;06/06/2003;9800556;CASORON 4 G JARDIN;
PPP;2030272;DESHERB-ECLAIR;;NOVAMEX;Produit de revente;;Emploi autorisé dans les jardins;;;glyphosate sel d'isopropylamine (Glyphosate) 360.0 g/L;Herbicide;Concentré soluble;RETIRE;25/10/2006;06/06/2003;2000499;BURREN;
PPP;2030275;ROUNDUP EXTRA DT;;MONSANTO SAS;Deuxième gamme;;;;;glyphosate sel d'isopropylamine (Glyphosate) 450.0 g/L;Herbicide;Liquide;RETIRE;22/09/2010;06/06/2003;2020339;ROUNDUP TURBOVERT DT;
PPP;2030277;ROUNDUP EXTRA;;MONSANTO SAS;Deuxième gamme;;;;;glyphosate sel d'isopropylamine (Glyphosate) 450.0 g/L;Herbicide;Concentré soluble;RETIRE;28/06/2010;06/06/2003;2010262;ROUNDUP FLASH;
PPP;2030278;INSECTES DU SOL OXA 2;;OXADIS;Produit de revente;;;;;diazinon (Diazinon) 5.0 %;Insecticide;Granulé;RETIRE;14/04/2009;06/06/2003;;;
PPP;2030280;AVAUNT WG;;DUPONT SOLUTIONS (FRANCE) S.A.S.;Produit de revente;;;;;indoxacarbe (Indoxacarb) 30.0 %;;Granulé dispersable;RETIRE;02/10/2009;06/06/2003;9800144;STEWARD;
PPP;2030281;HERBIVIL EV;;NUFARM S.A;Deuxième gamme;;;;;diuron (Diuron) 75.0 g/L | glyphosate sel d'isopropylamine (Glyphosate) 54.0 g/L | MCPA (MCPA) 54.0 g/L;Herbicide;Suspension concentrée;RETIRE;18/02/2009;06/06/2003;9500569;JARDIFLOW;
PPP;2030282;ELEGIA;;DOW AGROSCIENCES SAS;Produit de revente;;;;;diuron (Diuron) 75.0 g/L | glyphosate sel d'isopropylamine (Glyphosate) 54.0 g/L | MCPA (MCPA) 54.0 g/L;Herbicide;Suspension concentrée;RETIRE;20/10/2008;06/06/2003;9700416;HERBAMIDE;
PPP;2030287;CHINOPLANT;;CHEMINOVA A/S;Produit de revente;;;;;Sulfate double d'oxyquinoleine et de potassium (Sulfate double d'oxyquinoleine et de potassium) 140.0 g/L;Fongicide;Concentré soluble;RETIRE;05/08/2014;06/06/2003;6900224;CRYPTONOL LIQUIDE;
PPP;2030288;AGI TOTAL DG;;EVADIS SARL;Produit de revente;;;;;diuron (Diuron) 125.0 g/L | glyphosate sel d'isopropylamine (Glyphosate) 200.0 g/L;Herbicide;Suspension concentrée;RETIRE;12/12/2007;06/06/2003;9400279;GLIFURON;
PPP;2030291;PROTEROX G;;NUFARM S.A;Produit de revente;;;;;dichlobénil (Dichlobenil) 4.0 %;Herbicide;Granulé;RETIRE;16/03/2009;06/06/2003;7600146;CASORON 4 G;
PPP;2030293;GRANAMIDE PLANTATION G;;NUFARM S.A;Produit de revente;;;;;dichlobénil (Dichlobenil) 4.0 %;Herbicide;Granulé;RETIRE;16/03/2009;06/06/2003;9800556;CASORON 4 G JARDIN;
PPP;2030294;GRANAMIDE G;;NUFARM S.A;Produit de revente;;;;;dichlobénil (Dichlobenil) 6.75 %;Herbicide;Granulé;RETIRE;16/03/2009;06/06/2003;8700003;DU CASON DI 2;
PPP;2030472;DESHERBANT 180 G CHJ;;COMPO HORTICULTURE ET JARDIN SAS;Produit de revente;;Emploi autorisé dans les jardins;;;glyphosate sel d'isopropylamine (Glyphosate) 180.0 g/L;;Concentré soluble;RETIRE;14/03/2011;15/06/2003;9200512;TANK 180;
PPP;2030297;WEEDAZOL SG;;NUFARM S.A;Deuxième gamme;;;;;amitrole (Amitrole) 86.0 %;Herbicide;Granulé soluble dans l'eau;RETIRE;05/05/2009;06/06/2003;9700574;MAXATA;
PPP;2030303;ALLIANCE;;NUFARM S.A;Produit de revente;;;;;isoproturon (Isoproturon) 83.0 %;;Granulé dispersable;RETIRE;28/08/2007;03/12/2003;9600430;ISOGUARD 83 WG;
PPP;2030308;DECAP'HERB PJT;;NUFARM S.A;Deuxième gamme;;;;;amitrole (Amitrole) 2.0 % | diuron (Diuron) 1.875 %;Herbicide;Granulé;RETIRE;28/11/2007;16/07/2003;8800330;GRANUSOL 725;
PPP;2030309;PLASNET 2000 PJT;;NUFARM S.A;Produit de référence;;;;;amitrole (Amitrole) 83.5 g/L | diuron (Diuron) 75.0 g/L;;;RETIRE;28/11/2007;16/07/2003;;;
PPP;2030310;SAHARA EV;;NUFARM S.A;Deuxième gamme;;;;;amitrole (Amitrole) 167.0 g/L | diuron (Diuron) 150.0 % | thiocyanate d'ammonium (Ammonium thiocyanate) 150.0 g/L;Herbicide;Suspension concentrée;RETIRE;12/12/2007;16/07/2003;9000456;BIVOI-T;
PPP;2030311;SUBWAY PJT;;NUFARM S.A;Produit de référence;;;;;amitrole (Amitrole) 83.5 g/L | diuron (Diuron) 75.0 g/L;;;RETIRE;28/11/2007;16/07/2003;;;
PPP;2030326;NOVERTIX SUPER P;;NUFARM S.A;Produit de référence;;;;;2,4-D sel d'amine (2,4-D) 120.0 g/L | dichlorprop P sel de dimethylamine (Dichlorprop-P) 60.0 g/L | Triclopyr (sel de triethylamine) (Triclopyr (sel de triethylamine)) 60.0 g/L;Herbicide;Concentré soluble;RETIRE;06/02/2004;08/12/2003;;;
PPP;2030327;SUPER METAXYL ST P;LERMOL 4P;NUFARM S.A;Produit de référence;;;;;2,4-D sel de diméthylamine (2,4-D) 120.0 g/L | dichlorprop P sel de dimethylamine (Dichlorprop-P) 60.0 g/L | Triclopyr (sel de triethylamine) (Triclopyr (sel de triethylamine)) 60.0 g/L;Herbicide;Concentré soluble;RETIRE;31/07/2014;08/12/2003;;;
PPP;2030328;ARLEN EV P;;NUFARM S.A;Produit de référence;;;;;amitrole (Amitrole) 120.0 g/L | dichlorprop P sel de dimethylamine (Dichlorprop-P) 50.0 g/L | diuron (Diuron) 150.0 g/L;Herbicide;Suspension concentrée;RETIRE;;08/12/2003;;;
PPP;2030329;DESORMONE TOTAL CONCENTRE P;;NUFARM S.A;Produit de référence;;;;;2,4-D sel d'amine (2,4-D) 130.0 g/L | dichlorprop-P sel d'amine (Dichlorprop-P) 260.0 g/L;Herbicide;Concentré soluble;RETIRE;31/07/2014;08/12/2003;;;
PPP;2030330;DESORMONE PRAIRIES P;;NUFARM S.A;Produit de référence;;;;;2,4-D sel d'amine (2,4-D) 52.5 g/L | dichlorprop-P sel d'amine (Dichlorprop-P) 105.0 g/L | piclorame sel de potassium (Picloram) 24.0 g/L;Herbicide;Concentré soluble;RETIRE;02/07/2009;08/12/2003;;;
PPP;2030331;WEEDONE DEBROUSAILLANT 360 D P;;NUFARM S.A;Produit de référence;;Emploi autorisé dans les jardins;;;2,4-D ester ethylique (2,4-D) 180.0 g/L | dichlorprop-P (Dichlorprop-P) 90.0 g/L;Herbicide;Concentré émulsionnable;RETIRE;31/07/2014;08/12/2003;;;
PPP;2050037;SCORAMIDE PELOUSES ET JARDINS;;CEDEST ENGRAIS;Produit de référence;;Emploi autorisé dans les jardins;;;cyanamide calcique (Cyanamide (H & Ca cyanamide)) 38.7 %;;;RETIRE;15/06/2009;21/04/2005;;;
PPP;2030338;LERMOL 3 P;NOVERMONE DEBROUSSAILLANT 3-P;NUFARM S.A;Produit de référence;;;;;2,4-D sel de diméthylamine (2,4-D) 120.0 g/L | dichlorprop P sel de dimethylamine (Dichlorprop-P) 60.0 g/L | Triclopyr (sel de triethylamine) (Triclopyr (sel de triethylamine)) 60.0 g/L;Herbicide;Concentré soluble;RETIRE;31/07/2014;08/12/2003;;;
PPP;2030377;HEXAPODE+;;PHYTO SERVICE S.A.S.;Produit de revente;;;;;hexazinone (Hexazinone) 90.0 %;Herbicide;Poudre mouillable;RETIRE;28/04/2007;03/10/2003;7800520;VELPAR S;
PPP;2030390;GLOBALINE 180 EC;;GLOBACHEM;Produit de référence;;;;;benfluraline (Benfluralin) 180.0 g/L;Herbicide;Concentré émulsionnable;RETIRE;02/07/2009;08/12/2003;;;
PPP;2030391;SOUFRE LIQUIDE 800;;AZUFRERA Y FERTILIZANTES PALLARES S.A;Produit de revente;;Emploi autorisé dans les jardins;;;soufre micronisé (Sulphur) 825.0 g/L;Fongicide;Suspension concentrée;RETIRE;26/01/2015;03/10/2003;9800225;SOUFRE LIQUIDE BASF HJ;
PPP;2030473;TERFURAN 5 G;;PHM INTERNATIONAL;Produit de revente;;;;;carbofuran (Carbofuran) 5.0 %;Insecticide;Microgranulé;RETIRE;11/12/2007;15/10/2003;8800139;BRIFUR  5 G;
PPP;2030401;TAMROK PRO 2;;PHYTEUROP;Produit de revente;;;;;diuron (Diuron) 125.0 g/L | glyphosate sel d'isopropylamine (Glyphosate) 200.0 g/L;Herbicide;Suspension concentrée;RETIRE;16/03/2009;04/06/2004;9400279;GLIFURON;
PPP;2030468;IPIRON 45 SC;;I.PI.CI.;Générique;;;;;linuron (Linuron) 450.0 g/L;Herbicide;Suspension concentrée;RETIRE;01/06/2008;15/10/2003;8700684;LINURAL 50 LIQUIDE;
PPP;2030407;INSECTES ET MALADIES PRET A L EMPLOI;;COMERCIAL QUIMICA MASSO SA;Deuxième gamme;;Emploi autorisé dans les jardins;;;bifenthrine (Bifenthrin) 0.02 g/L | propiconazole (Propiconazole) 0.05 g/L;Fongicide | Insecticide;Liquide;RETIRE;16/03/2005;03/10/2003;9100706;INSECTES ET MALADIES PRET A L'EMPLOI RPJ;
PPP;2030408;MALADIES MASSO PRET A L EMPLOI;;COMERCIAL QUIMICA MASSO SA;Produit de revente;;Emploi autorisé dans les jardins;;;propiconazole (Propiconazole) 0.05 g/L;Fongicide;Liquide;RETIRE;03/12/2004;03/10/2003;9100705;MALADIES DES ROSIERS PRET A L'EMPLOI RPJ;
PPP;2040353;BIOSOL 60% GRANULE;;BIODIS;Produit de référence;;Emploi autorisé dans les jardins;;;chlorate de sodium (Chlorates) 60.0 %;Herbicide;Granulé;RETIRE;08/01/2010;03/02/2005;;;
PPP;2040349;CHLORANET 60;;NOVAMEX;Produit de référence;;;;;chlorate de sodium (Chlorates) 60.0 %;Herbicide;Poudre soluble dans l'eau;RETIRE;08/01/2010;03/02/2005;;;
PPP;2040368;MANTANA;;SOFT;Produit de revente;;;;;sulfate de cuivre (Copper compounds) 8.8 % | mancozèbe (Mancozeb) 30.0 %;Fongicide;Poudre mouillable;RETIRE;18/08/2014;30/01/2004;8200029;CRIORAM;
PPP;2040351;CHLORANET SE;;NOVAMEX;Produit de référence;;;;;chlorate de sodium (Chlorates) 24.0 %;Herbicide;Poudre soluble dans l'eau;RETIRE;08/01/2010;03/02/2005;;;
