numero AMM;nom produit;Libellé court;Libellé long;
2100122;ALTACOR;AT;Mention d'avertissement : Attention;
8400574;KERB FLO;C2;Cancérogénicité - Catégorie 2;
8400574;KERB FLO;TCC1;Dangers pour le milieu aquatique - Danger chronique, catégorie 1;
8400574;KERB FLO;AT;Mention d'avertissement : Attention;
2200708;BACCARD;C1;Danger par aspiration - Catégorie 1;
2200708;BACCARD;C2;Lésions oculaires graves et irritation oculaire - Catégorie 2;
2200708;BACCARD;C1;Sensibilisants cutanés - Catégorie 1;
2200708;BACCARD;TCC1;Dangers pour le milieu aquatique - Danger chronique, catégorie 1;
2200708;BACCARD;DA;Mention d'avertissement : Danger;
2100177;LAUDIS WG;C2;Toxiques pour la reproduction - Catégorie 2;
2100177;LAUDIS WG;C2;Toxicité spécifique pour certains organes cibles après une exposition répétée - Catégorie 2;
2100177;LAUDIS WG;TAC1;Dangers pour le milieu aquatique - Danger aigu, catégorie 1;
2100177;LAUDIS WG;TCC1;Dangers pour le milieu aquatique - Danger chronique, catégorie 1;
2100177;LAUDIS WG;AT;Mention d'avertissement : Attention;
9500568;SWITCH;C1;Sensibilisants cutanés - Catégorie 1;
9500568;SWITCH;C1SCA;Sensibilisants cutanés - Catégorie 1 sous-catégorie A;
9500568;SWITCH;C1SCB;Sensibilisants cutanés - Catégorie 1 sous-catégorie B;
9500568;SWITCH;TAC1;Dangers pour le milieu aquatique - Danger aigu, catégorie 1;
9500568;SWITCH;TCC1;Dangers pour le milieu aquatique - Danger chronique, catégorie 1;
9500568;SWITCH;DA;Mention d'avertissement : Danger;
2200274;SHIFT;C1SCA;Sensibilisants cutanés - Catégorie 1 sous-catégorie A;
2200274;SHIFT;TAC1;Dangers pour le milieu aquatique - Danger aigu, catégorie 1;
2200274;SHIFT;TCC1;Dangers pour le milieu aquatique - Danger chronique, catégorie 1;
2200274;SHIFT;AT;Mention d'avertissement : Attention;
9700070;KATANA 25 WG;TCC1;Dangers pour le milieu aquatique - Danger chronique, catégorie 1;
9700070;KATANA 25 WG;AT;Mention d'avertissement : Attention;
2171073;MINSK;TAC1;Dangers pour le milieu aquatique - Danger aigu, catégorie 1;
2171073;MINSK;TCC1;Dangers pour le milieu aquatique - Danger chronique, catégorie 1;
2171073;MINSK;AT;Mention d'avertissement : Attention;
2171073;MINSK;AT;Mention d'avertissement : Attention;
2170263;CYVEA;C1;Danger par aspiration - Catégorie 1;
2170263;CYVEA;C4;Toxicité aiguë par voie orale - Catégorie 4;
2170263;CYVEA;TCC1;Dangers pour le milieu aquatique - Danger chronique, catégorie 1;
2170263;CYVEA;C3;Liquides inflammables - Catégorie 3;
2170263;CYVEA;C3;Toxicité spécifique pour certains organes cibles à la suite d'une exposition unique - Catégorie 3 : effets narcotique;
2170263;CYVEA;C3;Toxicité spécifique pour certains organes cibles à la suite d'une exposition unique - Catégorie 3 : effets narcotique;
2170263;CYVEA;DA;Mention d'avertissement : Danger;
9000144;DUCAT;C1;Danger par aspiration - Catégorie 1;
9000144;DUCAT;C4;Toxicité aiguë par voie orale - Catégorie 4;
9000144;DUCAT;C4;Toxicité aiguë par inhalation - Catégorie 4;
9000144;DUCAT;C1;Lésions oculaires graves et irritation oculaire - Catégorie 1;
9000144;DUCAT;C2;Lésions oculaires graves et irritation oculaire - Catégorie 2;
9000144;DUCAT;TAC1;Dangers pour le milieu aquatique - Danger aigu, catégorie 1;
9000144;DUCAT;TCC1;Dangers pour le milieu aquatique - Danger chronique, catégorie 1;
9000144;DUCAT;C3;Liquides inflammables - Catégorie 3;
9000144;DUCAT;C3;Toxicité spécifique pour certains organes cibles à la suite d'une exposition unique - Catégorie 3 : effets narcotique;
9000144;DUCAT;AT;Mention d'avertissement : Attention;
9000144;DUCAT;DA;Mention d'avertissement : Danger;
9400012;GREMAN;C1;Danger par aspiration - Catégorie 1;
9400012;GREMAN;C4;Toxicité aiguë par voie orale - Catégorie 4;
9400012;GREMAN;C2;Corrosion cutanée/irritation cutanée - Catégorie 2;
9400012;GREMAN;C2;Lésions oculaires graves et irritation oculaire - Catégorie 2;
9400012;GREMAN;TCC2;Dangers pour le milieu aquatique - Danger chronique, catégorie 2;
9400012;GREMAN;C3;Toxicité spécifique pour certains organes cibles à la suite d'une exposition unique - Catégorie 3 : effets narcotique;
9400012;GREMAN;DA;Mention d'avertissement : Danger;
2171134;DELAN SC;C4;Toxicité aiguë par voie orale - Catégorie 4;
2171134;DELAN SC;C4;Toxicité aiguë par inhalation - Catégorie 4;
2171134;DELAN SC;C2;Corrosion cutanée/irritation cutanée - Catégorie 2;
2171134;DELAN SC;C2;Lésions oculaires graves et irritation oculaire - Catégorie 2;
2171134;DELAN SC;C1;Sensibilisants cutanés - Catégorie 1;
2171134;DELAN SC;C2;Cancérogénicité - Catégorie 2;
2171134;DELAN SC;TAC1;Dangers pour le milieu aquatique - Danger aigu, catégorie 1;
2171134;DELAN SC;TCC1;Dangers pour le milieu aquatique - Danger chronique, catégorie 1;
2171134;DELAN SC;AT;Mention d'avertissement : Attention;
2171111;METAFOL 700 SC;TAC1;Dangers pour le milieu aquatique - Danger aigu, catégorie 1;
2171111;METAFOL 700 SC;AT;Mention d'avertissement : Attention;
8800029;BETTAPHAM;C2;Lésions oculaires graves et irritation oculaire - Catégorie 2;
8800029;BETTAPHAM;C1;Sensibilisants cutanés - Catégorie 1;
8800029;BETTAPHAM;C1SCA;Sensibilisants cutanés - Catégorie 1 sous-catégorie A;
8800029;BETTAPHAM;C1SCB;Sensibilisants cutanés - Catégorie 1 sous-catégorie B;
8800029;BETTAPHAM;TCC2;Dangers pour le milieu aquatique - Danger chronique, catégorie 2;
8800029;BETTAPHAM;DA;Mention d'avertissement : Danger;
2090053;AUXO;C4;Toxicité aiguë par voie orale - Catégorie 4;
2090053;AUXO;C2;Lésions oculaires graves et irritation oculaire - Catégorie 2;
2090053;AUXO;C1;Sensibilisants cutanés - Catégorie 1;
2090053;AUXO;C1SCA;Sensibilisants cutanés - Catégorie 1 sous-catégorie A;
2090053;AUXO;C1SCB;Sensibilisants cutanés - Catégorie 1 sous-catégorie B;
2090053;AUXO;C2;Toxiques pour la reproduction - Catégorie 2;
2090053;AUXO;TAC1;Dangers pour le milieu aquatique - Danger aigu, catégorie 1;
2090053;AUXO;TCC1;Dangers pour le milieu aquatique - Danger chronique, catégorie 1;
2090053;AUXO;DA;Mention d'avertissement : Danger;
9900404;BEAUBLE M 400;C4;Toxicité aiguë par voie orale - Catégorie 4;
9900404;BEAUBLE M 400;C1;Lésions oculaires graves et irritation oculaire - Catégorie 1;
9900404;BEAUBLE M 400;TAC1;Dangers pour le milieu aquatique - Danger aigu, catégorie 1;
9900404;BEAUBLE M 400;TCC1;Dangers pour le milieu aquatique - Danger chronique, catégorie 1;
9900404;BEAUBLE M 400;DA;Mention d'avertissement : Danger;
2090132;AMALINE FLOW;C4;Toxicité aiguë par voie orale - Catégorie 4;
2090132;AMALINE FLOW;C2;Lésions oculaires graves et irritation oculaire - Catégorie 2;
2090132;AMALINE FLOW;TAC1;Dangers pour le milieu aquatique - Danger aigu, catégorie 1;
2090132;AMALINE FLOW;TCC1;Dangers pour le milieu aquatique - Danger chronique, catégorie 1;
2090132;AMALINE FLOW;AT;Mention d'avertissement : Attention;
2140177;KUSABI;C2;Cancérogénicité - Catégorie 2;
2140177;KUSABI;TCC1;Dangers pour le milieu aquatique - Danger chronique, catégorie 1;
2140177;KUSABI;AT;Mention d'avertissement : Attention;
9700551;BATO DF;C1;Sensibilisants cutanés - Catégorie 1;
9700551;BATO DF;C1SCA;Sensibilisants cutanés - Catégorie 1 sous-catégorie A;
9700551;BATO DF;C1SCB;Sensibilisants cutanés - Catégorie 1 sous-catégorie B;
9700551;BATO DF;C2;Toxiques pour la reproduction - Catégorie 2;
9700551;BATO DF;C2;Toxicité spécifique pour certains organes cibles après une exposition répétée - Catégorie 2;
9700551;BATO DF;TAC1;Dangers pour le milieu aquatique - Danger aigu, catégorie 1;
9700551;BATO DF;TCC1;Dangers pour le milieu aquatique - Danger chronique, catégorie 1;
9700551;BATO DF;DA;Mention d'avertissement : Danger;
9700164;DITHANE PAYSAGE;C2;Lésions oculaires graves et irritation oculaire - Catégorie 2;
9700164;DITHANE PAYSAGE;C1;Sensibilisants cutanés - Catégorie 1;
9700164;DITHANE PAYSAGE;C2;Toxiques pour la reproduction - Catégorie 2;
9700164;DITHANE PAYSAGE;TAC1;Dangers pour le milieu aquatique - Danger aigu, catégorie 1;
9700164;DITHANE PAYSAGE;TCC2;Dangers pour le milieu aquatique - Danger chronique, catégorie 2;
9700164;DITHANE PAYSAGE;AT;Mention d'avertissement : Attention;
2080103;TOPSIN 500 SC;C4;Toxicité aiguë par voie orale - Catégorie 4;
2080103;TOPSIN 500 SC;C4;Toxicité aiguë par inhalation - Catégorie 4;
2080103;TOPSIN 500 SC;C2;Agents mutagènes sur les cellules germinales - Catégorie 2;
2080103;TOPSIN 500 SC;TCC1;Dangers pour le milieu aquatique - Danger chronique, catégorie 1;
2080103;TOPSIN 500 SC;AT;Mention d'avertissement : Attention;
2090094;TOPSIN 70 WG;C4;Toxicité aiguë par voie orale - Catégorie 4;
2090094;TOPSIN 70 WG;C4;Toxicité aiguë par inhalation - Catégorie 4;
2090094;TOPSIN 70 WG;C1;Sensibilisants cutanés - Catégorie 1;
2090094;TOPSIN 70 WG;C1SCA;Sensibilisants cutanés - Catégorie 1 sous-catégorie A;
2090094;TOPSIN 70 WG;C1SCB;Sensibilisants cutanés - Catégorie 1 sous-catégorie B;
2090094;TOPSIN 70 WG;C2;Agents mutagènes sur les cellules germinales - Catégorie 2;
2090094;TOPSIN 70 WG;TCC1;Dangers pour le milieu aquatique - Danger chronique, catégorie 1;
2090094;TOPSIN 70 WG;DA;Mention d'avertissement : Danger;
9000282;K-OBIOL ULV 6;TCC1;Dangers pour le milieu aquatique - Danger chronique, catégorie 1;
9000282;K-OBIOL ULV 6;AT;Mention d'avertissement : Attention;
2080104;PALMIR;C4;Toxicité aiguë par inhalation - Catégorie 4;
2080104;PALMIR;C1;Lésions oculaires graves et irritation oculaire - Catégorie 1;
2080104;PALMIR;C1;Sensibilisants cutanés - Catégorie 1;
2080104;PALMIR;C2;Cancérogénicité - Catégorie 2;
2080104;PALMIR;TCC1;Dangers pour le milieu aquatique - Danger chronique, catégorie 1;
2080104;PALMIR;DA;Mention d'avertissement : Danger;
2160783;DIAMECTINE;C4;Toxicité aiguë par voie orale - Catégorie 4;
2160783;DIAMECTINE;C2;Lésions oculaires graves et irritation oculaire - Catégorie 2;
2160783;DIAMECTINE;C2;Toxicité spécifique pour certains organes cibles après une exposition répétée - Catégorie 2;
2160783;DIAMECTINE;TAC1;Dangers pour le milieu aquatique - Danger aigu, catégorie 1;
2160783;DIAMECTINE;TCC1;Dangers pour le milieu aquatique - Danger chronique, catégorie 1;
2160783;DIAMECTINE;AT;Mention d'avertissement : Attention;
9200293;HOCKEY PLUS;TCC2;Dangers pour le milieu aquatique - Danger chronique, catégorie 2;
9200293;HOCKEY PLUS;AA;Pas de mention d'avertissement;
2110166;MATIZ;C4;Toxicité aiguë par voie orale - Catégorie 4;
2110166;MATIZ;C4;Toxicité aiguë par inhalation - Catégorie 4;
2110166;MATIZ;C2;Lésions oculaires graves et irritation oculaire - Catégorie 2;
2110166;MATIZ;C2;Toxiques pour la reproduction - Catégorie 2;
2110166;MATIZ;AT;Mention d'avertissement : Attention;
2200540;VINITUS;TCC2;Dangers pour le milieu aquatique - Danger chronique, catégorie 2;
2200540;VINITUS;AA;Pas de mention d'avertissement;
2150057;SMARTFRESH PROTABS;C2;Lésions oculaires graves et irritation oculaire - Catégorie 2;
2150057;SMARTFRESH PROTABS;TCC3;Dangers pour le milieu aquatique - Danger chronique, catégorie 3;
2150057;SMARTFRESH PROTABS;AT;Mention d'avertissement : Attention;
9300322;TORNADO SC;TCC1;Dangers pour le milieu aquatique - Danger chronique, catégorie 1;
9300322;TORNADO SC;AT;Mention d'avertissement : Attention;
2130261;FURY GEO;C1;Lésions oculaires graves et irritation oculaire - Catégorie 1;
2130261;FURY GEO;C1;Sensibilisants cutanés - Catégorie 1;
2130261;FURY GEO;C1SCA;Sensibilisants cutanés - Catégorie 1 sous-catégorie A;
2130261;FURY GEO;C1SCB;Sensibilisants cutanés - Catégorie 1 sous-catégorie B;
2130261;FURY GEO;TAC1;Dangers pour le milieu aquatique - Danger aigu, catégorie 1;
2130261;FURY GEO;TCC1;Dangers pour le milieu aquatique - Danger chronique, catégorie 1;
2130261;FURY GEO;DA;Mention d'avertissement : Danger;
2160413;SACRON PROTECT;C2;Lésions oculaires graves et irritation oculaire - Catégorie 2;
2160413;SACRON PROTECT;C1;Sensibilisants cutanés - Catégorie 1;
2160413;SACRON PROTECT;C1SCA;Sensibilisants cutanés - Catégorie 1 sous-catégorie A;
2160413;SACRON PROTECT;C1SCB;Sensibilisants cutanés - Catégorie 1 sous-catégorie B;
2160413;SACRON PROTECT;C2;Toxiques pour la reproduction - Catégorie 2;
2160413;SACRON PROTECT;TAC1;Dangers pour le milieu aquatique - Danger aigu, catégorie 1;
2160413;SACRON PROTECT;TCC1;Dangers pour le milieu aquatique - Danger chronique, catégorie 1;
2160413;SACRON PROTECT;DA;Mention d'avertissement : Danger;
2030010;GAMIT 36 CS;TCC4;Dangers pour le milieu aquatique - Danger chronique, catégorie 4;
2030010;GAMIT 36 CS;AA;Pas de mention d'avertissement;
2090068;CARYX;C4;Toxicité aiguë par voie orale - Catégorie 4;
2090068;CARYX;C4;Toxicité aiguë par inhalation - Catégorie 4;
2090068;CARYX;C1;Lésions oculaires graves et irritation oculaire - Catégorie 1;
2090068;CARYX;C1;Sensibilisants cutanés - Catégorie 1;
2090068;CARYX;TCC1;Dangers pour le milieu aquatique - Danger chronique, catégorie 1;
2090068;CARYX;DA;Mention d'avertissement : Danger;
2090068;CARYX;DA;Mention d'avertissement : Danger;
2000087;COPLESS;C4;Toxicité aiguë par voie orale - Catégorie 4;
2000087;COPLESS;C3;Toxicité aiguë par inhalation - Catégorie 3;
2000087;COPLESS;C1;Lésions oculaires graves et irritation oculaire - Catégorie 1;
2000087;COPLESS;TAC1;Dangers pour le milieu aquatique - Danger aigu, catégorie 1;
2000087;COPLESS;TCC1;Dangers pour le milieu aquatique - Danger chronique, catégorie 1;
2000087;COPLESS;DA;Mention d'avertissement : Danger;
2210013;UNIVOQ;C2;Corrosion cutanée/irritation cutanée - Catégorie 2;
2210013;UNIVOQ;C1;Lésions oculaires graves et irritation oculaire - Catégorie 1;
2210013;UNIVOQ;TAC1;Dangers pour le milieu aquatique - Danger aigu, catégorie 1;
2210013;UNIVOQ;TCC1;Dangers pour le milieu aquatique - Danger chronique, catégorie 1;
2210013;UNIVOQ;DA;Mention d'avertissement : Danger;
2190268;URBOLE;TAC1;Dangers pour le milieu aquatique - Danger aigu, catégorie 1;
2190268;URBOLE;TCC1;Dangers pour le milieu aquatique - Danger chronique, catégorie 1;
2190268;URBOLE;AT;Mention d'avertissement : Attention;
2110102;VIBRANCE GOLD;TCC1;Dangers pour le milieu aquatique - Danger chronique, catégorie 1;
2110102;VIBRANCE GOLD;AT;Mention d'avertissement : Attention;
2160705;UNICORN DF;C2;Toxiques pour la reproduction - Catégorie 2;
2160705;UNICORN DF;TCC3;Dangers pour le milieu aquatique - Danger chronique, catégorie 3;
2160705;UNICORN DF;AT;Mention d'avertissement : Attention;
2210226;VALENTIA;TAC1;Dangers pour le milieu aquatique - Danger aigu, catégorie 1;
2210226;VALENTIA;TCC2;Dangers pour le milieu aquatique - Danger chronique, catégorie 2;
2210226;VALENTIA;AT;Mention d'avertissement : Attention;
2190883;ULTRALINE;C2;Lésions oculaires graves et irritation oculaire - Catégorie 2;
2190883;ULTRALINE;TAC1;Dangers pour le milieu aquatique - Danger aigu, catégorie 1;
2190883;ULTRALINE;TCC1;Dangers pour le milieu aquatique - Danger chronique, catégorie 1;
2190883;ULTRALINE;C3;Toxicité spécifique pour certains organes cibles à la suite d'une exposition unique - Catégorie 3 : irritation des voies respiratoires;
2190883;ULTRALINE;AT;Mention d'avertissement : Attention;
9600273;VIP;C1;Danger par aspiration - Catégorie 1;
9600273;VIP;C2;Corrosion cutanée/irritation cutanée - Catégorie 2;
9600273;VIP;TCC2;Dangers pour le milieu aquatique - Danger chronique, catégorie 2;
9600273;VIP;DA;Mention d'avertissement : Danger;
2190598;EPICALTRIN;C1;Sensibilisants cutanés - Catégorie 1;
2190598;EPICALTRIN;TCC2;Dangers pour le milieu aquatique - Danger chronique, catégorie 2;
2190598;EPICALTRIN;AT;Mention d'avertissement : Attention;
2140194;FONTELIS;C1;Sensibilisants cutanés - Catégorie 1;
2140194;FONTELIS;C1SCB;Sensibilisants cutanés - Catégorie 1 sous-catégorie B;
2140194;FONTELIS;TAC1;Dangers pour le milieu aquatique - Danger aigu, catégorie 1;
2140194;FONTELIS;TCC1;Dangers pour le milieu aquatique - Danger chronique, catégorie 1;
2140194;FONTELIS;AT;Mention d'avertissement : Attention;
2190925;OKIDO;C2;Lésions oculaires graves et irritation oculaire - Catégorie 2;
2190925;OKIDO;C1SCA;Sensibilisants cutanés - Catégorie 1 sous-catégorie A;
2190925;OKIDO;TAC1;Dangers pour le milieu aquatique - Danger aigu, catégorie 1;
2190925;OKIDO;TCC1;Dangers pour le milieu aquatique - Danger chronique, catégorie 1;
2190925;OKIDO;AT;Mention d'avertissement : Attention;
2170458;PANGOLIN DG;C4;Toxicité aiguë par voie orale - Catégorie 4;
2170458;PANGOLIN DG;C1;Lésions oculaires graves et irritation oculaire - Catégorie 1;
2170458;PANGOLIN DG;TAC1;Dangers pour le milieu aquatique - Danger aigu, catégorie 1;
2170458;PANGOLIN DG;TCC1;Dangers pour le milieu aquatique - Danger chronique, catégorie 1;
2170458;PANGOLIN DG;AT;Mention d'avertissement : Attention;
2170458;PANGOLIN DG;DA;Mention d'avertissement : Danger;
9100418;NISSHIN;C2;Corrosion cutanée/irritation cutanée - Catégorie 2;
9100418;NISSHIN;TAC1;Dangers pour le milieu aquatique - Danger aigu, catégorie 1;
9100418;NISSHIN;TCC1;Dangers pour le milieu aquatique - Danger chronique, catégorie 1;
9100418;NISSHIN;DA;Mention d'avertissement : Danger;
2150443;MACCANI;C4;Toxicité aiguë par voie orale - Catégorie 4;
2150443;MACCANI;C4;Toxicité aiguë par inhalation - Catégorie 4;
2150443;MACCANI;C2;Lésions oculaires graves et irritation oculaire - Catégorie 2;
2150443;MACCANI;C1;Sensibilisants cutanés - Catégorie 1;
2150443;MACCANI;C1SCA;Sensibilisants cutanés - Catégorie 1 sous-catégorie A;
2150443;MACCANI;C1SCB;Sensibilisants cutanés - Catégorie 1 sous-catégorie B;
2150443;MACCANI;C2;Cancérogénicité - Catégorie 2;
2150443;MACCANI;TAC1;Dangers pour le milieu aquatique - Danger aigu, catégorie 1;
2150443;MACCANI;TCC1;Dangers pour le milieu aquatique - Danger chronique, catégorie 1;
2150443;MACCANI;DA;Mention d'avertissement : Danger;
9700401;KOCIDE 2000;C4;Toxicité aiguë par voie orale - Catégorie 4;
9700401;KOCIDE 2000;C4;Toxicité aiguë par inhalation - Catégorie 4;
9700401;KOCIDE 2000;C2;Lésions oculaires graves et irritation oculaire - Catégorie 2;
9700401;KOCIDE 2000;TCC1;Dangers pour le milieu aquatique - Danger chronique, catégorie 1;
9700401;KOCIDE 2000;AT;Mention d'avertissement : Attention;
2140146;RAK 3 SUPER;C2;Corrosion cutanée/irritation cutanée - Catégorie 2;
2140146;RAK 3 SUPER;C1;Sensibilisants cutanés - Catégorie 1;
2140146;RAK 3 SUPER;C1SCA;Sensibilisants cutanés - Catégorie 1 sous-catégorie A;
2140146;RAK 3 SUPER;C1SCB;Sensibilisants cutanés - Catégorie 1 sous-catégorie B;
2140146;RAK 3 SUPER;TAC1;Dangers pour le milieu aquatique - Danger aigu, catégorie 1;
2140146;RAK 3 SUPER;TCC2;Dangers pour le milieu aquatique - Danger chronique, catégorie 2;
